herstellen	Arg2	van tuberculose
verrichtte	Arg0	zij
woonde	Arg0	Zij
verkennen	#	het verkennen , verruimen en verbeteren van de werkkring van vrouwen
bleef	#	Zij
was	#	particulier secretaris van C. van der Hucht-Kerkhoven , die in 1891 het initiatief had genomen tot de oprichting van een Kinderbond
was	#	achttien
opgericht	A1	het Nationaal Bureau voor Vrouwenarbeid ( NVB
leidde	A0	Het
moest	ArgM-TMP	om in de Alpen te gaan herstellen van tuberculose
had	Arg1	een voorliefde
publiceerde	ArgM-TMP	in hetzelfde jaar
was	#	de bezielende kracht achter de tentoonstelling
had	Arg0	Marie Jungius
houden	#	die
ging	ArgM-TMP	Toen zij achttien was
had	Arg1	de leiding over het Industriecongres
aftreden	ArgM-LOC	gezondheidsredenen
werd	#	Anna Polak
werd	#	Wilhelmina
eren	Arg1	haar nagedachtenis
komen	ArgM-TMP	weer
was	#	de dochter van Elias Cornelis Jungius ( 1838-1904 ) , predikant , en Augustina Sophia Carolina Henrijette Hooijkaas
was	Arg1	Het idee
ontwierp	Arg1	de plattegrond van het tentoonstellingsgebouw en het werkschema
bewogen	Arg1	door een grote drang alle zwakken en onderdrukten te helpen
hechtte	Arg2	aan degelijke kennis over vrouwenarbeid
overleed	Arg0	Marie Jungius
gaf	Arg1	twee lezingen
opgerichte	ArgM-TMP	eerder dat jaar
benoemde	Arg2	tot erepresidente
richtte	AM-TMP	Om haar nagedachtenis te eren
begon	A1	haar nieuwe werk op 1 oktober 1901
verbeteren	AM-LOC	het verkennen , verruimen en verbeteren van de werkkring van vrouwen
genomen	A1	het initiatief had genomen tot de oprichting van een Kinderbond
begon	A1	haar loopbaan als onderwijzeres in Den Helder , Leeuwarden en Den Haag
stelde	Arg1	geld beschikbaar stelde aan overwerkte of zieke vrouwen om weer op krachten te komen
bracht	ArgM-LOC	in Deventer
verruimen	#	het verkennen , verruimen en verbeteren van de werkkring van vrouwen
initieerde	Arg0	zij
waren	#	sprookjes en fantastische verhalen
vormde	Arg1	publicaties
werd	#	zeer actief in deze bond
was	ArgM-DIS	ook
verrichtte	#	het NBV
gekozen	A4	tot eerste directrice van het Nationaal Bureau
helpen	A0	zij
gestaakt	Arg1	deze activiteiten
