verschenen,r1,ArgM-TMP,in 1919
bijstond,r13,Arg1,haar man
was,r173,#,Zij
leverde,r71,A0,Wat vrouwen weten moeten
was,r9,#,propagandaleidster van de Vrouwengroep uit den Vrijheidsbond
leiden,r87,Arg2,tot de wereldvrede
bijstond,r189,Arg0,zij
wonen,r66,Arg1,in Bloemendaal
verscheen,r96,Arg0,de brochure
was,r120,#,Het belangrijkste thema in haar leven - naast politieke rechten voor vrouwen
kreeg,r20,#,Johannes Herbert August Willem
wonen,r47,Arg1,in Bloemendaal
huwde,r199,ArgM-MNR,met Willem Hendrik Victor graaf van Heerdt tot Eversberg
bracht,r113,Arg1,de eerste zes jaren van haar leven
vond,r35,#,dat vrouwen hun verantwoordelijkheid moesten leren kennen ten opzichte van politiek en vredesvraagstukken
was,r27,#,Zij
huwde,r193,ArgM-LOC,Op 31 mei 1884
vertrok,r86,A2,naar Suriname waar zij haar man bijstond in het werk op een afgelegen plantage
bleef,r134,#,enthousiast , optimistisch , bezield
stond,r149,A0,Zij
onderwees,r77,Arg1,die
nam,r123,ArgM-ADV,nog
onderwees,r40,Arg1,die
bracht,r162,Arg0,Phil Quarles van Ufford
kreeg,r43,Arg0,zij
keerden,r133,AM-MNR,terug
bereiken,r51,Arg1,Wat
werd,r150,ArgM-TMP,In 1919
kennen,r83,AM-MNR,ten opzichte van politiek en vredesvraagstukken
hopen,r59,A0,wij vrouwen
vond,r88,Arg0,Phil van Heerdt
werd,r185,#,vrij snel ernstig ziek
behaalde,r151,Arg1,de akte lager onderwijs
was,r111,#,lid van de Nederlandsche Bond voor Vrouwenkiesrecht
stond,r95,A0,Zij
geloven,r89,A1,in haar idealen
verscheen,r198,#,van haar hand
werd,r101,Arg1,Phil
publiceerde,r80,Arg0,zij
was,r79,#,lid van de Nederlandsche Bond voor Vrouwenkiesrecht
was,r93,#,zij
was,r142,#,ze
schilderen,r82,A0,Phil
behaalde,r154,Arg0,zij
was,r91,#,die
was,r124,#,Het belangrijkste thema in haar leven - naast politieke rechten voor vrouwen
leiden,r127,#,zedelijke maatschappelijke opvoeding ( ' moral education
keerden,r107,AM-DIR,naar Den Haag
exposeerde,r155,ArgM-LOC,op de tentoonstelling ' De Vrouw 1813-1913
werd,r138,#,lid van Pulchri Studio
werd,r164,ArgM-LOC,daar
bereiken,r152,ArgM-CAU,door het kiesrecht
geschetst,r115,Arg1,De voornaamste staatkundige partijen
moeten,r116,#,Wat vrouwen weten moeten
leverde,r195,A1,een bijdrage
overleed,r128,ArgM-TMP,in 1907
hopen,r159,A1,door het kiesrecht hopen te bereiken
zat,r137,Arg2,in het hoofdbestuur van de Nederlandsche Vereeniging voor Volkenbond en Vrede
vertrok,r141,A2,naar Suriname waar zij haar man bijstond in het werk op een afgelegen plantage
was,r167,#,Zij
moeten,r144,Arg1,Wat
was,r163,#,Zij
geschetst,r174,Arg0,door vrouwen voor vrouwen
werd,r158,#,waarvan
overleed,r179,ArgM-TMP,in 1907
kreeg,r183,ArgM-TMP,In 1885
verschenen,r165,ArgM-TMP,in 1919
was,r187,#,75 jaar
exposeerde,r171,Arg0,Zij
publiceerde,r202,ArgM-LOC,Ook over dit thema
was,r180,#,Zij
huwde,r201,Arg0,zij
schilderen,r181,A0,Phil
kennen,r197,A1,hun verantwoordelijkheid
