zijn,r107,Arg1,Haar inspanningen om een toenadering te bewerkstelligen tussen het moederland en de kolonie
koppelde,r6,A0,Zij
wierp,r48,AM-LOC,tegen de reeds gesloten deuren en koude stenen muur
vergroot,r10,#,waardoor
verzet,r113,Arg0,Raden Adjeng Kartini
kreeg,r115,#,met wie
bepaald,r14,#,door de Nederlandse onderdrukker en rigide Javaanse adat ( gewoonterecht
herinner,r117,AM-REC,mij
volgde,r116,Arg1,publicaties van de Nederlandse vrouwenbeweging
werden,r36,#,deze vrouwen
gerelateerde,r20,ArgM-PRD,daaraan
bereiken,r23,#,het
gespeeld,r22,Arg0,een bemiddelende rol
bijgedragen,r96,ArgM-MNR,op haar manier
stierf,r31,A0,Zij
liepen,r49,Arg1,de gedachten van de Ethische politiek
stierf,r35,AM-TMP,enkele dagen
leren,r46,ArgM-MNR,verder
bewerkstelligen,r38,Arg1,een toenadering te bewerkstelligen tussen het moederland en de kolonie
gedomineerd,r44,Arg1,Het beeld binnen de vouwenbeweging dat ontstond
was,r57,#,het feminisme van die tijd
is,r86,#,De ' mythe ' Kartini
was,r56,#,muur of een gesloten deur
genegeerd,r45,Arg1,Meerdere smeekbedes van haar om verder te mogen leren op een HBS
vergroot,r51,Arg1,hun economische zelfstandigheid
ontwikkelde,r91,AM-REC,zich
ontworstelen,r60,Arg1,aan haar benauwende inheemse achtergrond
wachten,r92,#,het
verspreiden,r85,#,het
gesloten,r62,ArgM-TMP,reeds
uithuwelijken,r74,#,het
denken,r64,#,haar
kende,r97,AM-MNR,onder de Nederlanders
trad,r77,A0,Zij
keerde,r70,#,Haar feminisme
ontstond,r71,Arg0,dat
leren,r87,ArgM-LOC,verder
las,r120,A1,de Indiase feministe Pundita Ramabai
pleitte,r106,AM-PNC,voor onderwijs
beloond,r94,ArgM-NEG,nooit
gekoppeld,r82,A2,aan een waardige tegenpartij
beslechten,r93,#,omdat het feminisme van die tijd absoluut niet vrij was van het denken binnen etnische kaders
nam,r121,A0,ik
was,r98,#,Een belangrijk thema voor haar
gevangen,r99,#,tussen vier muren , de codes van die tijd en het aristocratische milieu
zijn,r100,#,aan het einde 19e eeuw aan het hof van regenten in Nederlands-Indië zijn geweest
was,r102,#,Zij
denken,r104,AM-LOC,binnen etnische kaders
was,r112,ArgM-PRD,Met het bereiken van de leeftijd van twaalf en een halfjaar
uithuwelijken,r111,#,het
was,r119,#,reeds gehuwd was met meerdere vrouwen
