verkocht,r232,ArgM-TMP,uiteindelijk
duikt,r305,ArgM-TMP,weer
diende,r186,ArgM-TMP,toen hij gedurende zeven maanden het commando overnam van het galjootschip ‘ Snoek
toenam,r379,ArgM-MNR,in hevigheid
werd,r120,ArgM-TMP,In mei 1802
was,r53,Arg0,hij
bevond,r407,ArgM-TMP,Aan het begin van de Vierde Engelse Oorlog ( 1780-1784
ontbreekt,r131,ArgM-LOC,In de daaropvolgende jaren
treden,r417,AM-TMP,op 7 maart 1780
verdween,r405,ArgM-MNR,Met uitzondering van zijn verheffing in de adelstand door koning Willem I op 16 september 1815
voer,r338,A2,waarmee
verheven,r19,ArgM-LOC,in de Nederlandse adel bij KB
bleef,r74,#,kinderloos
benoemde,r354,ArgM-TMP,eerst
bereikt,r351,ArgM-NEG,niet meer
werd,r410,ArgM-LOC,op de Maze te Rotterdam
overhandigde,r216,Arg1,een eredegen
gemaakt,r185,ArgM-TMP,Vervolgens
opgekomen,r413,AM-TMP,Hoewel zijn leven beslist avontuurlijk was
gelegen,r30,ArgM-LOC,op de grens met Holland
benoemde,r220,Arg1,tot commandant der zeemacht op de Zuiderzee en de Wadden ( 1807-1808 ) en daarna tot commandant der zeemacht op de Maas en Zeeuwse stromen ( 1808-1809
was,r152,#,de op één na jongste
vertrok,r388,A0,hij in de nacht van 2 op 3 juli 1810
veroverd,r40,Arg1,een wachtschip en een bombardeergaljoot
legde,r177,AM-TMP,Op 10 september 1799
was,r245,#,bezig met het leren van de navigatie
neergestreken,r228,ArgM-MNR,hoe
overnam,r371,ArgM-TMP,tijdelijk
genomen,r163,A0,die
gezuiverd,r162,A1,hij
aantrad,r50,ArgM-LOC,op 9 december 1803
leren,r229,#,van de navigatie
was,r116,Arg1,een gecombineerde krijgsraad van de leiding van leger en vloot
toezien,r169,ArgM-LOC,Bij het verlaten van zijn schip
verving,r118,#,Van augustus 1808 tot juli 1809
vergezelde,r193,ArgM-TMP,toen
was,r62,Arg1,het Staatse bewind
ondernomen,r438,ArgM-DIS,onder leiding van Bloys en onder dekking van het nachtelijke duister
voerde,r181,Arg1,Bloys
verklaard,r408,A1,de oorlog
nemen,r184,Arg1,deel
verschijnen,r73,ArgM-LOC,in april 1804 van 26 schepen
landden,r282,Arg1,De Resolutie
delven,r189,ArgM-ADV,tegenover de Raad van Suriname
werd,r323,#,de dreiging
behoorde,r270,A1,tot degenen die hiertegen weerstand wilden bieden
verloor,r79,A0,men
bevorderd,r333,#,waarna
was,r416,#,Hij
geboren,r85,ArgM-LOC,nabij Steenbergen
kocht,r272,ArgM-TMP,na zijn Brabantse functies te hebben neergelegd
keerde,r422,A4,naar het vaderland
belandde,r287,ArgM-CAU,Vanwege de heerschappij van de Royal Navy ter zee
vertoonde,r98,Arg0,die
diende,r218,ArgM-DIS,evenzeer
Gehuwd,r102,ArgM-TMP,op 7-5-1806
aanbonden,r439,ArgM-LOC,nabij Gibraltar
vertrok,r386,A0,het eskader
was,r173,#,hij
overladen,r113,Arg2,waarmee
bevorderd,r129,Arg1,hij
neergelegd,r114,AM-TMP,na zijn Brabantse functies
