geleid,r360,Arg0,door kloosterlingen
afgebeeld,r281,ArgM-LOC,in : Oosterhout
wijst,r333,AM-PNC,Vóór 1819
probeerde,r122,Arg2,in zijn eigen grootseminarie opgeleide wereldheren
bereikt,r316,Arg1,de canonieke leeftijd van 24 jaar
houden,r282,AM-TMP,op sacramentsdag
waarschuwde,r13,Arg2,voor het lezen van ongodsdienstige boeken en het verkeren in gevaarlijk gezelschap
gaf,r341,Arg2,de apostolisch vicarissen van ' s-Hertogenbosch en Breda
weigerde,r340,Arg1,daarom in 1825 studenten te sturen naar het door koning Willem I in Leuven opgerichte
is,r357,Arg0,hij in een moeilijke tijd
benoemde,r188,Arg2,tot pastoor in de norbertijnerparochies van Nispen , Klein-Zundert , Riel en in de cisterciënzerparochie van Hoeven
stelde,r130,Arg0,de Congregatie van de Propaganda
was,r129,#,in 1809 op basis van het concordaat van 1801 was vastgesteld
gedoceerd,r134,ArgM-LOC,in zijn grootseminarie
was,r292,#,in 1798 door het vicariaat was opgericht
ontvangen,r25,A1,rijkssubsidies
weren,r304,A1,de gezagsdragers
dienden,r174,Arg1,een verzoek in bij de Congregatie de Propaganda Fide in Rome om beide dekenaten een kerkelijke zelfstandigheid te geven
telde,r33,A0,Het apostolisch vicariaat Breda
gedwongen,r196,Arg0,Van Dongen
sturen,r138,AM-TMP,in 1825
waren,r191,#,Ook anderszins waren gelovigen blootgesteld aan gevaren
studeerde,r200,AM-LOC,in Antwerpen
gaven,r195,Arg2,aan een apostolisch vicaris
verzocht,r306,A0,Van Dongen
gehouden,r141,Arg1,in stand
aaneengesmeed,r312,Arg1,Het kerkelijk leven tussen 1803 en 1853
opgerichte,r313,#,het
onderhouden,r46,A1,de vastenwetten
opstelde,r51,AM-REC,zich
bevestigd,r362,Arg0,door paus Pius VII
wijden,r145,#,aan Rome
geweest,r251,#,van grote betekenis
blijven,r294,ArgM-PRD,van de Kerk
had,r258,ArgM-LOC,te maken
diende,r322,ArgM-TMP,Zolang de totstandkoming van een definitieve kerkelijke structuur uitbleef
zijn,r76,#,bekend uit zijn jaarlijkse vastenbrieven
wees,r163,AM-LOC,daarbij
combineren,r160,A0,hij
ontving,r336,AM-TMP,op 17 juni 1778
was,r164,#,met het hele koninkrijk was gesloten
was,r307,#,voor het departement des Bouches du Rhin één bisdom met een zetel in ' s-Hertogenbosch was voorzien
hechtte,r332,A1,veel waarde
bracht,r288,ArgM-TMP,In 1810
zijn,r69,#,in verschillende parochies kapelaan te zijn geweest
wonen,r74,ArgM-TMP,Al die tijd
gebaseerd,r75,Arg1,op de oude verordeningen van het bisdom Antwerpen
onderscheiden,r77,A0,'s
omvatte,r79,A2,dat
was,r285,ArgM-TMP,om te komen tot een eigen kerkelijk bestuur voor het Bataafse gedeelte van het vroegere bisdom Antwerpen , dat de dekenaten Bergen op Zoom en Breda omvatte
krijgen,r354,ArgM-ADV,Volgens deze verordening
was,r353,#,dit
kwam,r91,Arg3,van de kleinseminaries
waren,r361,#,als gevolg van hun opheffing ook hun patronaatsrecht waren kwijtgeraakt
geboren,r147,ArgM-LOC,in Den Hout
lezen,r96,#,van ongodsdienstige boeken
diende,r368,ArgM-TMP,in augustus 1823
gevoed,r102,A0,door contacten met onkerkelijken
kantte,r108,ArgM-REC,zich
was,r105,Arg1,het grootseminarie
stellen,r370,ArgM-LOC,uit
uitbleef,r110,Arg1,de totstandkoming van een definitieve kerkelijke structuur
stierf,r220,A1,Van Dongen
vond,r121,AM-NEG,niet
keerde,r199,Arg1,vooral tegen de uitwassen van het carnaval
komen,r131,Arg1,tot een eigen kerkelijk bestuur voor het Bataafse gedeelte van het vroegere bisdom Antwerpen , dat de dekenaten Bergen op Zoom en Breda omvatte
gevestigd,r302,A1,in ‘ Bovendonck ' te Hoeven , het oude buitenverblijf van de bisschoppen van Antwerpen
verlaten,r249,#,Van Dongen
stemde,r152,Arg1,hiermee
maken,r223,Arg1,een eventueel herstel van het bisdom Antwerpen
stond,r165,A2,voor de taak het kerkelijk leven in het vicariaat op te bouwen in een instabiele tijd
huldigde,r217,Arg1,de opvatting dat de Zuid-Nederlandse abdijen als gevolg van hun opheffing ook hun patronaatsrecht waren kwijtgeraakt
rijst,r275,#,het beeld op van Adrianus van Dongen
bemoeilijkt,r170,Arg1,De ontwikkeling van het vicariaat
volgden,r169,Arg0,De priesterstudenten
verbood,r290,ArgM-TMP,om op sacramentsdag een processie buiten het kerkgebouw op het kerkhof te houden
riep,r278,A0,Hij
Schrijven,r178,AM-LOC,aan de Propaganda Fide
gaan,r291,Arg0,Van Dongen
benoemen,r239,Arg0,Van Dongen
opgeleide,r183,ArgM-LOC,in zijn eigen grootseminarie
bouwen,r324,#,op
sprak,r365,AM-TMP,Een jaar later
zocht,r194,A0,hij
werd,r301,#,pastoor van de schuilkerk in de Nieuwstraat te Breda
maken,r303,Arg1,gebruik te maken van de sinds 1814 beschikbaar gestelde rijkstoelagen voor geestelijken
invoeren,r243,AM-TMP,in 1823
riep,r371,A1,de gezagsdragers op de losbandigheden en uitgelatenheden tegen te gaan en zoveel mogelijk te weren
geven,r205,Arg2,beide dekenaten
was,r311,#,in dat jaar door koning Willem I ter beschikking van het apostolisch vicariaat gesteld
ingenomen,r207,Arg1,met het herstel van de vrede
bracht,r314,#,dat in zijn grootseminarie geen filosofie werd gedoceerd , omdat hij dit vak voor priesters niet noodzakelijk vond
paste,r214,#,Een eerbare , zedige en christelijke vreugde
tonen,r309,Arg1,zijn gelovigen op hun dankbaarheid hierover
verbieden,r323,ArgM-ADV,Overigens
diende,r310,#,dat
had,r329,Arg1,al in 1816 zijn Bredase pastorie verlaten en zich om gezondheidsredenen gevestigd in ‘ Bovendonck ' te Hoeven , het oude buitenverblijf van de bisschoppen van Antwerpen
was,r240,#,voorzien
maakte,r337,Arg0,Hij
verzette,r349,ArgM-ADV,dan
dienen,r233,ArgM-LOC,toe
ingesteld,r345,A1,die
gestelde,r237,#,beschikbaar
vond,r252,ArgM-LOC,bij de Propaganda Fide
kwam,r325,ArgM-PRD,zelf
kende,r263,A0,het apostolisch vicariaat
opgeheven,r262,A1,het bisdom Antwerpen in 1801 als gevolg van het concordaat tussen de Franse Republiek en de Heilige Stoel
toonde,r319,Arg1,een pragmatische inslag
verkeren,r267,ArgM-LOC,in gevaarlijk gezelschap
leefden,r270,Arg0,die
gelegen,r269,ArgM-LOC,bij Breda
lukte,r369,Arg1,Dit
volgde,r277,Arg0,Hij
publiceerden,r344,ArgM-TMP,in 1810 en 1812
was,r297,#,een voorwaarde om rijkssubsidies te ontvangen
was,r359,ArgM-LOC,nabij Breda
samenhangende,r326,Arg1,daarmee
vroeg,r334,A1,om mannen tot priester te wijden die de canonieke leeftijd van 24 jaar nog niet hadden bereikt
opgeheven,r346,ArgM-TMP,tijdens het Franse bewind
vervangen,r348,Arg1,deze regulieren
verplaatste,r355,A2,naar Hoeven
