dalen	AM-TMP	Pas rond 1870 , toen ‘ braafheid niet langer het ideaal was , maar saai
gepubliceerd	ArgM-TMP	ten behoeve van het onderwijs in Nederlands-Indië
gevolgd	ArgM-CAU	door : De brave Maria
kwam	Arg4	in de leer in diens boekbinderij
getroffen	ArgM-TMP	Tijdens het tekenen
was	#	Anslijn
was	ArgM-TMP	evenals hij
worden	Arg0	Nicolaas
genoemde	ArgM-TMP	eerder
hervormde	Arg0	die
deed	Arg1	de leerstof zo helder mogelijk over te brengen
verliet	A1	Anslijn
begon	A1	het vak onder de knie begon te krijgen
zijn	Arg1	die
waren	ArgM-TMP	zoals in Haarlem
pleiten	A0	hij
opprikte	ArgM-ADV	zorgvuldig
heeft	ArgM-TMP	Hoewel Nicolaas Anslijn Nz. een uitstekend onderwijzer en een begenadigd tekenaar was
onderhouden	A0	hij als boekbinder te weinig
kwam	Arg1	hij
verscheen	Arg1	dat
gedraagt	ArgM-REC	zich
verworven	Arg0	hij
voorzag	AM-LOC	op kermissen
begon	AM-CAU	Hier begon hij -- het lag eigenlijk voor de hand -- zijn oorspronkelijke beroep van boekbinder weer uit te oefenen
danken	Arg1	aan het kleine leesboekje , De brave Hendrik , dat hij in 1809 schreef
leerde	ArgM-ADV	zelfs
lag	#	het
Gehuwd	ArgM-CAU	Uit dit huwelijk
was	#	een jaar
studeerde	AM-TMP	in de avonduren voor het onderwijzersdiploma
was	ArgM-ADV	gaan
vond	#	dat hij als boekbinder te weinig verdiende om zijn groeiende gezin goed te kunnen onderhouden
opgedaan	AM-TMP	korte tijd
beginnen	AM-PRD	voor zichzelf
vestigen	A1	hij
zie	ArgM-ADV	nog
hield	Arg1	Anslijn
geven	#	op
was	#	volgens hen ' boven alle lof verheven
betreurde	Arg0	Hij
afdeden	Arg1	het middelbaar en hoger onderwijs hier afdeden als ' beneden elke kritiek
lezen	AM-MNR	met dit boekje
ontvangen	AM-DIS	ook
werkte	ArgM-LOC	in zijn werkkamer
zijn	#	mijn tijdgenoten
aanstellen	ArgM-MNR	als privéleraar voor hun kinderen
gebruikt	ArgM-MNR	ijverig
overleed	ArgM-ADV	onverwacht
bleef	ArgM-LOC	Ook in het buitenland
vestigde	Arg2	in Amsterdam
Vis	ArgM-LOC	in : Haarlemse kringen
belandde	ArgM-TMP	Na deze tragedie
aanpaste	A2	aan de dagelijkse praktijk in de klas
schreef	Arg1	Anslijn
besloot	AM-LOC	In 1819 , toen hij kampte met gezondheidsproblemen
ingekocht	Arg1	Het
is	Arg1	zowel De brave Hendrik als De brave Maria
gaf	ArgM-LOC	In 1788 , toen hij het vak onder de knie begon te krijgen
verhuisde	Arg1	Anslijn van Haarlem
hopen	A0	Wij
wonen	ArgM-TMP	intussen
benaderd	ArgM-CAU	Vanwege de reputatie die hij zich inmiddels had verworven
lessen	ArgM-TMP	vijf jaar lang
schenken	A0	de Schrijver
is	#	behulpzaam , eerlijk en beleefd
opperde	Arg1	Beets
gedacht	Arg0	Anslijn
was	#	hij
was	ArgM-DIS	wel
was	ArgM-TMP	Ruim een halve eeuw lang
publiceerde	ArgM-LOC	In 1810 -- een jaar na de verschijning van Hendrik
vestigde	AM-MNR	met zijn gezin in Haarlem
overleden	Arg0	Hallema , ' Nicolaas Anslijn , de geestelijk vader der brave Hendrikken
was	#	het werk waar hij het meest trots op was
leerden	Arg0	De zeven kinderen Anslijn
verdiende	A0	hij als boekbinder te weinig
viel	A1	hij in dichte mist op een of andere wijze in het water viel
was	#	onderwijzer
begonnen	AM-DIS	zowel de populariteit als de verkoopcijfers van de boekjes
was	#	een uitstekende docent
kreeg	ArgM-TMP	in 1804
werkte	A0	hij
gewerkt	AM-PNC	voor die stad
besloot	A0	hij
bleken	#	De laatste paar honderd exemplaren
krijgen	Arg0	hij
gelezen	A1	mijn Braven Hendrik
tekenen	ArgM-MNR	goed
werd	ArgM-LOC	op een armenschool
inkleurde	Arg0	hij
luistert	Arg1	naar de wijze raad van zijn ouders en zijn onderwijzer
was	#	Nicolaas Anslijn Nz.
omscholen	ArgM-TMP	daarom
bezit	ArgM-NEG	geen slechte eigenschappen
zijn	#	in de Nederlandsche apotheek als zoodanige vermeld zijn , waarvoor hij zelf de lithografieën maakte en inkleurde
tellende	Arg1	De brave Hendrik
verplaatsen	AM-REC	zich
gelezen	A2	den
was	#	hij
was	#	een getalenteerd tekenaar
vervullen	Arg0	Hij
waren	#	dat
kostte	Arg1	die
lezen	ArgM-TMP	Op de site van de Digitale Bibliotheek voor de Nederlandse Letteren
wachten	AM-MNR	lang
lezen	A1	De zeven kinderen Anslijn
is	#	ook zij
zoeken	Arg1	een baan
geboren	ArgM-TMP	tussen 1801 en 1805
rekenen	Arg1	De zeven kinderen Anslijn
kreeg	Arg1	hoog bezoek
trok	ArgM-LOC	bij zijn tweede zoon Pieter Daniel , die evenals hij onderwijzer en schrijver was
geacht	AM-LOC	aan wie
weten	A1	daarvan
hoefde	Arg1	niet lang te wachten
onderwees	ArgM-NEG	niet alleen in de standaardvakken , maar ook in de natuurlijke historie
Levensschetsen	#	van en mededeelingen over beeldende kunstenaars , die te Alkmaar geboren zijn
bekwamen	ArgM-REC	zich
gebruikt	Arg1	als leesboekje voor beginnende lezers
schreef	Arg0	P.D
deed	Arg1	Dit
figureren	Arg2	in de Nederlandse taal
aangeboden	Arg2	hij
vestigde	AM-LOC	in zijn geboortestad Leiden , waar zijn moeder intussen was gaan wonen
is	ArgM-DIS	zoo
maakte	Arg1	de lithografieën
aangenomen	AM-TMP	lange tijd
zij	ArgM-LOC	in pejoratieve zin
was	#	Nicolaas Anslijn
verscheen	ArgM-TMP	In 1849
ontving	AM-TMP	nadat hij op een Leidse armenschool ook korte tijd praktijkervaring had opgedaan
gevonden	Arg1	de 63-jarige Anslijn gevonden in zijn stoel
gecreëerd	Arg1	het ideale kind gecreëerd , aan wie de Noord-Nederlandse jeugd geacht werd zich te spiegelen
verdronk	AM-LOC	hij in dichte mist op een of andere wijze in het water viel
spiegelen	Arg0	de Noord-Nederlandse jeugd
moderniseerde	Arg1	het lager onderwijs
gewoond	ArgM-TMP	Alkmaar 1905
genoemde	ArgM-LOC	hieronder
bereikt	Arg1	Dit enorme aantal
rondtrekkend	Arg2	ambachtsman
onderzochten	AM-LOC	in opdracht van keizer Napoleon
herdrukt	Arg1	het boekje
verzamelde	#	schelpen , en skeletten van kleine dieren , die hij zelf prepareerde
was	Arg0	in het Koninkrijk Holland de Schoolwet ( 1806 ) was ingevoerd , die het lager onderwijs ingrijpend hervormde en moderniseerde
ontwikkelde	ArgM-LOC	waarbij
doceerde	Arg1	natuurlijke historie ' , zoals het vak biologie in de negentiende eeuw werd genoemd
tekenen	#	het
koos	A1	als hoofdpersoon
staken	#	waardoor de inmiddels ruim twaalf jaar oude Nicolaas zijn kunstschildersopleiding moest staken
werkte	A0	hij
