vocht,r167,A0,hij
vluchtte,r435,Arg4,naar Frankrijk , waar hij zich in december 1790 in Douai vestigde
vormden,r420,Arg0,De vele en vaak zware verwondingen die hij in de loop der jaren op het slagveld opliep
weersprak,r501,Arg0,zijn verbaasde collega
probeerde,r441,Arg1,een Oostenrijks-Beierse strijdmacht
vocht,r486,ArgM-TMP,onder meer in de grote veldslagen bij Lützen ( 2 mei ) , Bautzen ( 20-21 mei ) en Dresden ( 26-27 augustus
stond,r222,Arg1,koning Lodewijk
stapte,r15,ArgM-LOC,Daarbij
liet,r512,Arg0,hij
geleverde,r16,ArgM-LOC,daar
verbrijzeld,r530,ArgM-LOC,in het gevecht bij Linselles
bevorderd,r459,ArgM-CAU,Vanwege zijn dappere optreden
had,r455,ArgM-TMP,Tijdens de daaropvolgende veldtocht in noordoost-Frankrijk
is,r464,#,dit
gevormde,r23,ArgM-LOC,daar
gedwongen,r258,Arg0,Napoleon
openreet,r521,Arg1,zijn buik
vertrok,r28,A2,naar Brussel , waar hij zich op 17 maart 1788 als vrijwilliger aansloot bij de daar gevormde burgercompagnieën
kreeg,r82,Arg1,het bevel over de 2de Nederlandse Brigade Lichte Cavalerie ( huzaren en lichte dragonders
ontving,r236,AM-TMP,Na op 6 april 1807 te zijn bevorderd tot majoor
maakte,r33,Arg1,tot een cavaleriecommandant par excellence
voelde,r412,#,Als militair pur sang
diende,r294,ArgM-LOC,in het 5de Regiment van Antwerpen
stond,r43,AM-TMP,Aanvankelijk
begon,r407,A1,met de vorming van een nieuwe strijdmacht
uitmaakte,r544,A1,deel
was,r536,#,Holland
maken,r484,Arg2,aan de Brabantse Omwenteling
werd,r476,#,hij
toegevoegd,r329,#,als kolonel à la suite ( : boven de sterkte
benoemd,r225,ArgM-TMP,Een maand later
verlaten,r551,A0,hij
had,r339,Arg1,deel
ingescheept,r554,ArgM-TMP,tot begin september 1797
beloond,r473,ArgM-DIS,met de rang van eerste luitenant en op 11 augustus van dat jaar met die van kapitein
begeven,r498,Arg0,Dumonceau
vervloekt,r149,Arg1,land
aansloot,r243,A1,bij de daar gevormde burgercompagnieën
bevond,r437,#,als onderdeel van de Tweede Bataafse Divisie onder bevel van Dumonceau
leidde,r523,ArgM-TMP,Na de zoveelste charge tegen Napoleons cavalerie
raakte,r509,Arg1,bewusteloos
staan,r450,AM-REC,tegenover zijn oude regiment , de Rode Lansiers
verheven,r107,Arg0,Napoleon
bleef,r515,ArgM-TMP,Voorlopig
hield,r489,ArgM-PNC,voor hem
komen,r517,ArgM-DIS,wel
kwam,r340,ArgM-LOC,In Van Merlens positie
besluiten,r519,AM-TMP,zes dagen later
nam,r272,Arg0,hij
besloot,r367,A0,keizer Napoleon
opgesteld,r86,#,in reserve
geplaatst,r320,Arg1,Van Merlen
voeren,r215,Arg1,het bevel
leverde,r534,AM-LOC,bij de verdediging van het strategisch belangrijke kruispunt van Quatre-Bras
verhinderden,r224,Arg0,die
deelnam,r522,Arg1,aan de inname van Olivença
was,r96,Arg0,dat
