voorzien,r1,ArgM-MNR,met eene historische inleiding
begraven,r3,Arg2,in de kerk van het karmelietenklooster te Helsingør
was,r444,ArgM-TMP,evenals Christiaan
koesterden,r402,Arg0,Adel , geestelijkheid en burgerij
geven,r294,Arg0,Christiaan
uitoefenen,r321,Arg0,die
bestond,r450,ArgM-TMP,Toen al
schuiven,r269,#,af
nam,r516,#,als koning Christiaan II
weten,r18,A0,ze
zijn,r382,ArgM-ADV,dan
gesproken,r409,A0,landsadvocaat Aert van der Goes
brak,r180,A0,Zijn opvolger
benutten,r26,Arg0,Tegenstanders van de koning
gehaald,r478,#,om de landbouw te bevorderen
is,r258,ArgM-NEG,niets
zond,r411,Arg0,keizer Maximiliaan in 1516
veroordelen,r190,Arg1,hem
onderhandelde,r204,ArgM-LOC,In Christiaans afwezigheid
verplaatste,r414,A0,zij
doen,r271,Arg1,alles doen wat zij wil
gegeten,r38,Arg0,zij
verwijderen,r355,AM-LOC,van het Deense hof
geven,r458,ArgM-DIS,daarentegen
verkocht,r43,Arg1,bier , wijn en brood
gebruikt,r419,ArgM-LOC,bij bekentenissen van diefstal , moord en hekserij
vinden,r446,ArgM-LOC,in C.F
stuitte,r45,A1,op hevig verzet
danste,r143,Arg0,hij
verdragen,r202,AM-LOC,wie
was,r426,ArgM-LOC,bij de geboorte van alle andere kinderen
zeggen,r494,Arg0,ze
noemen,r351,ArgM-TMP,in het buitenland
had,r56,Arg1,eigen schrijvers
tekende,r385,ArgM-TMP,Nadat Christiaan in juli 1514 om dynastieke redenen in het huwelijk trad met de jonge Isabella van Habsburg ( 1501-1526 ) , zuster van de latere keizer Karel V en kleindochter van keizer Maximiliaan , en hij niet wilde afzien van zijn relatie met Duveke
was,r59,#,een tovenares
bezitten,r207,Arg1,geheime krachten te bezitten die haar een schadelijke invloed op de koning gaven
ontving,r266,AM-TMP,In Christiaans afwezigheid
afzien,r68,Arg0,hij
deed,r406,Arg2,aan Christiaan , die toentertijd regent was over Noorwegen en hof hield in Oslo
luidde,r521,Arg1,de uitspraak
gest.,r73,AM-PNC,voor 1507
ondergaan,r453,Arg0,de machtigsten
gehad,r452,Arg1,Zij
wist,r448,A1,deze
was,r81,#,Sybrich
ging,r514,ArgM-LOC,In Kopenhagen
verhoogde,r295,Arg1,die
kreeg,r515,Arg0,De inmiddels tot aartsbisschop opgeklommen Valkendorf , die Isabella in 1515 vanuit de Nederlanden naar Kopenhagen begeleidde
gedaan,r227,#,vele geschiedschrijvers
beschuldigd,r92,Arg0,Zij
gaven,r502,A0,die
vermoorden,r93,Arg1,haar dochter
verschenen,r229,ArgM-TMP,in 2002
weigerde,r404,Arg1,echter Duveke op te geven
ingedrukt,r231,Arg1,Het oproer
was,r246,ArgM-TMP,toentertijd
zou,r339,Arg1,Zij
besteeg,r480,Arg1,de troon
vluchtte,r485,ArgM-TMP,op 13 april
zie,r106,#,265-267
veroordelen,r104,Arg2,ter dood
was,r457,#,hij
kocht,r400,Arg0,hij
bouwen,r308,Arg1,een stenen huis
gehaat,r111,ArgM-ADV,zeer
inde,r529,Arg1,geld
is,r255,Arg1,Het verhaal van Duveke en Sybrich
geboren,r497,Arg2,Uit dit huwelijk
kreeg,r500,Arg1,Sybrich
was,r118,#,van kwade opzet
verdiend,r496,A3,haar geld
stierf,r125,AM-LOC,op slot Kalundborg
