documenteren	#	het
suggereerde	Arg1	Fotografe Na haar eindexamen in 1928
leef	ArgM-TMP	dan in mijn verleden " : interview met de Hongaarse fotografe Eva Besnyö
overleed	ArgM-TMP	op 93-jarige leeftijd
gepubliceerde	ArgM-NEG	niet
ben	#	bewust geworden
fotograferen	ArgM-NEG	Alleen
was	#	betrokken bij de oprichting van de Gebonden Kunstenaars federatie ( GKf ) , in het bijzonder bij de oprichting van de Vakgroep fotografie
groeide	Arg0	Eva Besnyö
trouwde	AM-TMP	1
vervolgen	A0	ze
ontving	AM-PNC	voor haar bijzondere bijdrage aan de geschiedschrijving van de tweede feministische golf
maakte	ArgM-LOC	Hier
was	#	fotograferen
verlaten	A0	Besnyö
blijven	#	bevriend
onderduiken	ArgM-LOC	in de herfst van 1942
stoppen	ArgM-CAU	vanwege haar steeds slechter wordende ogen
kwam	#	Haar vader , geboren als Bela Blumgrund
werkte	A0	Ze
maakte	Arg1	reportages
zwierf	ArgM-EXT	veel
werkten	ArgM-ADV	volgens Eva
volgde	ArgM-TMP	In de jaren 1970
verhuisde	Arg0	ze
scheidde	A2	van John Fernhout
kreeg	Arg1	een zoon , Berthus ( 1945-1978 ) , en een dochter , Yara ( 1948
had	ArgM-TMP	in het voorjaar van 2003
raakte	Arg1	Besnyö
geariseerd	Arg1	ze
trouwden	AM-TMP	Op 25 juli 1933
werd	#	te gevaarlijk
geboren	#	als Bela Blumgrund
eisen	Arg1	abortus uit het wetboek van strafrecht , abortus in het ziekenfonds , de vrouw
is	ArgM-ADV	In de Amsterdamse nieuwbouwwijk IJburg ( 2002
holde	Arg0	Ik
vond	Arg1	naar zijn overtuiging dé stad voor en van kunstenaars
ingesteld	Arg0	Nederlandse ontwerpers
is	#	begraven op Zorgvlied te Amsterdam
nam	Arg1	aan ‘ Tentoonstelling Photografie
vond	A0	kleurenfotografie
ontbonden	Arg1	Huwelijk ( 1 ) , dat op 20-8-1945 in Bergen
ontplooien	Arg1	verzetsactiviteiten
was	#	Een belangrijke vriend in die tijd
had	#	een grote tentoonstelling in het Stedelijk Museum te Amsterdam , bedoeld om de sociale status van fotografie te verhogen
was	#	Eva 's moeder , Ilona Kelemen
uitbreken	#	het
vormde	ArgM-DIS	tevens
volgestopt	ArgM-MNR	met kennis
maakte	ArgM-TMP	's
vestigde	A4	in Berlijn
ingesteld	ArgM-CAU	door het maandblad Opzij
fotografeerde	Arg1	veel architectuur
had	ArgM-LOC	bij Kunstzaal Van Lier , een galerie voor moderne kunst aan het Rokin te Amsterdam
kreeg	Arg1	een vals persoonsbewijs
hield	ArgM-TMP	in een terugblik op haar leven ( 1982
ben	#	ik
voedde	Arg1	zijn dochters
was	#	Even gauw een foto maken
werken	#	het
gedacht	A1	daar nog nooit aan
ontmoette	Arg0	ze
trouwde	AM-TMP	Meteen na de oorlog
maakten	Arg0	Vooral de Russische film , Bauhaus en de Nieuwe Architectuur
wordende	#	slechter
fotograferen	ArgM-TMP	Na het uitbreken van de Tweede Wereldoorlog
studeren	A1	fotografie
maakte	ArgM-ADV	vooral
raakten	#	van ondergeschikt belang
worden	ArgM-TMP	uiteindelijk
was	ArgM-NEG	niet
deelde	Arg0	ze
besluiten	A1	Berlijn te verlaten
volgde	A1	en architectuurfotografie
bevatten	ArgM-TMP	's
werkte	A1	voor kranten en persbureaus
veranderde	Arg1	zijn joodse achternaam
werden	ArgM-LOC	waar
fotograferen	ArgM-CAU	door haar
verhuisde	ArgM-TMP	In de herfst van 1932
ontving	A1	zowel de Zilveren Penning van de stad Amsterdam als de voor het eerst uitgereikte Emmy Andriesse prijs
vertrok	A0	Eva Besnyö
wist	A0	ze
kreeg	Arg1	haar eerste lessen
bedoeld	ArgM-MNR	om de sociale status van fotografie te verhogen
bestaat	Arg2	uit zwart-wit-negatieven
fotograferen	Arg1	haar
zie	Arg1	dingen
kreeg	Arg2	voor portretten en reportages
organiseerde	Arg1	een tentoonstelling met niet eerder gepubliceerde foto
geboren	ArgM-LOC	op 11-1-1974 in Amsterdam ontbonden
geldt	#	als een van de belangrijkste fotografen van Nederland
ingesteld	Arg3	voor humanistische fotojournalistiek
verkocht	Arg1	werk bij Herr Doktor Peter Weller , die haar liet fotograferen en de foto
maakte	Arg0	ze
was	#	Ik
begon	Arg0	hij
fotograferen	#	waarmee
brengen	Arg1	op orde
is	#	hij
hield	Arg1	stand
afspeelde	ArgM-REC	zich
uitgereikte	ArgM-EXT	voor het eerst
formuleerde	ArgM-PRD	zelf
sloot	AM-REC	zich
waren	#	zoons
bleek	#	niet alleen een leermeester bleek op het gebied van compositie
combineerde	AM-LOC	In de naoorlogse jaren , met inmiddels twee kinderen
bleef	#	kinderloos
verhogen	Arg1	de sociale status van fotografie
fotograferen	ArgM-MNR	het liefst
gekregen	Arg0	ze
was	#	die
