hield,r38,A0,die
groeide,r75,ArgM-MNR,Met haar broers en zusters -- halfzuster Helena , een voordochter van haar vader , was in het gezin opgenomen
overleed,r134,Arg0,Henrica van Duivenvoorde
woonde,r189,Arg0,Zij
was,r118,Arg1,halfzuster Helena , een voordochter van haar vader
roemde,r193,Arg1,Van Lommel , 136
was,r190,Arg0,een inval in haar huis
prijst,r18,Arg2,haar
brachten,r103,#,mee
zou,r140,Arg1,Rovenius
woonde,r191,Arg1,in Antwerpen
bleven,r137,#,De Van Duivenvoorders en Wassenaars
is,r176,ArgM-PNC,ter nagedachtenis van ‘ de hoogwelgeboren vrouwe Hendrina van Duvenvoorde van Wassenaer
geboren,r26,Arg1,Henrica van Duivenvoorde
was,r138,#,Henrica van Duivenvoorde
ondersteunde,r196,A1,de min of meer ondergronds werkende katholieke ‘ missie ' in de Noordelijke Nederlanden
is,r154,#,dat haar huis in Utrecht vererfde op haar tantezegster Odilia van Wassenaar-Alkemade
is,r187,#,waarschijnlijk gedoopt in de huiskapel
Bijdragen,r59,#,De Van Wassenaer 's
zijn,r186,Arg1,Rovenius
was,r41,#,in 1628 was getrouwd met de eveneens katholieke edelman Robert de Cotereau-Westmalle
was,r86,#,dit
is,r168,ArgM-LOC,in de zeventiende eeuw
kreeg,r100,Arg0,Ze
aangenomen,r49,#,dat in haar Utrechtse huis ( nu de Kathedrale Koorschool ) een schuilkerk was ingericht
zijn,r130,#,er in 1651 zijn gestorven
maakten,r60,A0,Knuif en De Jong
was,r119,#,De epitaaf
functioneren,r141,#,als katholieke uitvalsbasis
zou,r88,Arg0,Zij
komt,r121,AM-DIS,Knuif en De Jong , 387-401
vernoemd,r63,#,naar haar grootmoeder Henrica van Egmont
kocht,r120,ArgM-LOC,in de jaren 1609 en 1610 voor haar drie lijfrenten van in totaal 223 gulden per jaar
was,r68,#,De familie
overleed,r183,Arg1,Haar zusje Hedwig
was,r97,Arg1,een schuilkerk
erfde,r160,Arg0,zij
trad,r184,A1,het gereformeerde stadsbestuur
ingewoond,r185,ArgM-DIS,Knuif en De Jong , 56
woonde,r201,ArgM-LOC,op het Huis te Warmond
volgde,r199,A1,hem
vermaakte,r111,A1,een huis en erf in Utrecht en land
was,r106,ArgM-TMP,in het Nederlands terugvertaald uittreksel in Van der Steur 264-267
kwam,r87,ArgM-ADV,Waarschijnlijk
is,r96,Arg1,Dit graf
vermeld,r112,ArgM-TMP,in de kerkelijke correspondentie van haar tijd
bestonden,r127,ArgM-LOC,in de Republiek
zijn,r113,#,Zij
geboden,r144,Arg1,Petrus onderdak
zijn,r153,Arg1,zij
overnam,r133,AM-TMP,begin zeventiende eeuw
uitgestorven,r102,ArgM-MNR,in mannelijke lijn
zijn,r122,#,er
gedaan,r142,Arg1,zij
geraadpleegd,r114,#,januari 2010
werkende,r128,#,clandestien
is,r132,#,er uitgebreid naar is gezocht , onder meer door wichelroedelopers
waren,r172,#,Haar peters
gespeeld,r149,Arg1,Welke rol
werkende,r155,ArgM-CAU,min of meer
gevonden,r157,#,er
zal,r170,ArgM-CAU,zijn
bleef,r195,#,ongehuwd
gezocht,r171,AM-TMP,Uiteindelijk
zijn,r192,#,Vanwege haar lichaamsgebrek -- een bochel -- zal Henrica van Duivenvoorde een lastige partij op de huwelijksmarkt zijn geweest
uitgebracht,r177,ArgM-TMP,in 1640
kreeg,r182,ArgM-PRD,Als vijftienjarige
ontkomen,r179,Arg0,De priesters
werkende,r194,#,clandestien
