was	#	niet was gepromoveerd
begon	ArgM-EXT	in 1965
gaf	ArgM-MNR	parttime
vergezelde	ArgM-LOC	Bij de eerste zitting van het Tweede Vaticaans Concilie ( 1962-1965
geboren	Arg1	1 dochter en 2 zoons
scholen	ArgM-REC	zich
nam	ArgM-TMP	In die tijd
stierf	#	haar vader
kennen	A1	in Leiden
studeren	A1	Nederlandse taal - en letterkunde
verhuisden	ArgM-TMP	Na de dood van haar moeder ( 1945
was	#	Tine
gehaald	A1	zus Jeanne
verschenen	Arg0	een Nederlandstalige en Duitstalige bundel met aan haar opgedragen essays
zie	ArgM-TMP	Jäger ( 1995 ) 29
berichtte	ArgM-LOC	in artikelen en lezingen
helpen	AM-NEG	thuis
trouwde	A2	met Theo Govaart , die zij in Leiden had leren kennen
trad	Arg2	tot de besturen van het Katholiek Vrouwen Dispuut , de Radboudstichting en de Sint-Willibrordvereniging
mengde	Arg2	in het debat over ‘ co-educatie ' en de emancipatie van nonnen
verschijnen	ArgM-MNR	door M. Derks , A. van Heijst en M. Monteiro
omgezet	A1	het project -- en daarmee Halkes ' tijdelijke positie
vond	ArgM-TMP	toen ze het pas uitgekomen boek Voorbij God de Vader van Mary Daly las
volgde	Arg0	Ze
was	#	Breda
haalde	A0	Ze
zijn	#	Leraar en leerling
genoemd	Arg2	de eerste ‘ moderne kerkmoeder ' van Nederland
verscheen	Arg2	in de kerk , Storm
uitgroeide	Arg0	die
opgedragen	Arg2	aan haar
overleed	ArgM-LOC	in haar woonplaats Nijmegen
kwam	ArgM-EXT	veel
werkte	A1	Ze
gaf	Arg0	dat
voeren	Arg0	een vrouw met een behoudender visie
heeft	Arg1	vele publicaties op haar naam
stimuleerde	Arg0	die
volgde	Arg0	Ze
vertaald	ArgM-LOC	in het Duits
verhuisde	Arg2	naar Nijmegen
doorliep	Arg1	het katholieke gymnasium van Rotterdam
gezien	Arg1	het verband gezien tussen de maatschappelijke situatie , het denksysteem en het geloofssysteem ' ( In a different voice
hielp	AM-TMP	bij zijn werk op het Documentatie Centrum , dat informatie gaf
zie	ArgM-PNC	Voor een uitgebreid overzicht
zette	ArgM-PRD	Als geboren organisator
had	Arg1	zitting
leed	Arg0	haar zus Gonda ( gest . 1938
nam	A0	ze
kon	ArgM-DIS	echter
bekend	AM-TMP	In 1985
leren	ArgM-DIR	door
was	Arg1	Ze
was	#	een organisatie die uitgroeide tot het huidige Expertisecentrum Gender en Religie
getroffen	Arg0	Ze
toespreken	Arg0	Ze
geboren	Arg1	Catharina ( Tine ) Halkes
kreeg	ArgM-TMP	In dat kader
kreeg	Arg1	de kans kreeg om door te leren
benoemd	ArgM-LOC	op de eerste leerstoel Feminisme en Christendom van West-Europa
weigerde	A1	Halkes
eindigde	A2	in een echtscheiding
gedacht	Arg0	Abschied vom Männergott
zocht	A0	Tine Govaart-Halkes
herdrukt	Arg1	dat
ontving	A1	Halkes , die niet was gepromoveerd
was	#	strikt genomen
1977kreeg	Arg0	ze
onbemiddeld	ArgM-NEG	niet
geleide	Arg0	door Haarsma
werd	#	Ze
was	#	actief in de plaatselijke parochie
aangesteld	#	als adjunct-directeur
geboren	ArgM-TMP	tussen 1951 en 1957
kwam	Arg2	in de media
richtte	Arg1	Halkes
trad	AM-TMP	ook in het buitenland
gedacht	ArgM-TMP	opnieuw
was	#	Ze
had	Arg0	haar moeder
uitbreken	#	het
zongen	Arg1	de ouden
studeren	A0	haar
ging	ArgM-TMP	In 1986
was	#	ze
las	A1	het pas uitgekomen boek Voorbij God de Vader van Mary Daly
uitgekomen	ArgM-TMP	pas
leeft	ArgM-LOC	in de Catharina Halkes-leerstoel aan de Radboud Universiteit  en het Catharina Halkes Fonds
gaf	ArgM-MNR	Met de akte MO-A Engels op zak
eiste	Arg0	kardinaal Simonis
was	ArgM-TMP	inmiddels
kwam	Arg2	in de redactie van Te Elfder Ure
trouwde	A2	met Theodorus Bernardus Alphonsus Govaart ( geb . 1921 ) , neerlandicus
verhuisde	Arg2	naar Breda , waar tussen 1951 en 1957 hun drie kinderen werden geboren
denken	#	haar
