won	A0	Ze
noemen	ArgM-TMP	weer
wees	ArgM-LOC	In het woord vooraf
voelde	ArgM-ADV	Mogelijk
opgenomen	Arg1	zeventien geestelijke liederen van haar hand
schreef	AM-DIS	Soms
aangeslagen	A1	zij
dichten	Arg0	zij
is	Arg1	dat
was	#	Haar zoon , die als ‘ onnozel ' ( simpel ) bekend staat
bleef	ArgM-TMP	De eerste twaalf jaar van haar huwelijk
was	#	honorair lid
zijn	#	Bekend
worden	#	lid
was	#	zonder zijn vrouw -- in ballingschap was gegaan
was	#	Het
verklaren	A1	dat ze geen relatie met Jan van Heekeren had gehad
beval	Arg1	de bundel in ieders aandacht
is	#	Maria Petronella Woesthoven
beijverd	ArgM-TMP	in 1812
bleef	ArgM-LOC	bij zijn moeder
is	#	zilver
overleed	Arg0	de moeder
zorgde	ArgM-ADV	in Engels , Frans en Duits en tevens in geschiedenis en letterkunde
afgegeven	A0	ze
betichtte	ArgM-LOC	waarin
was	#	steeds in verzamelbundels tussen werk van anderen terecht was gekomen
werd	#	lid
speelden	#	een rol
beschrijft	#	als ‘ heldenmoed
bewijst	#	dat Maria Petronella Woesthoven niet geheel vergeten is
correspondeerde	#	Met hem
was	#	allerminst gangbaar
kreeg	Arg2	Van de Utrechtse hoogleraar wiskunde , Jan Frederik van Beeck Calkoen
duurde	Arg2	slechts enkele jaren
woonde	#	Het
corrigeerde	Arg0	ze
is	ArgM-ADV	Waarschijnlijk
waren	#	Johannes Kinker , die tevens haar advocaat was , en Pieter Nieuwland
was	#	bij de echtscheiding was aangewezen als de schuldige partij
verhuisde	ArgM-TMP	regelmatig
schreef	ArgM-MNR	Naar aanleiding van een Duits krantenartikel over een gravin Ross die zich in 1812 in Warschau zou hebben beijverd voor ‘ de Hollandse zaak
verweten	Arg1	allerlei zeer slecht en schandelijk gedrag
trouwen	A0	haar zuster Catharina
schreef	AM-LOC	Verder
hertrouwde	Arg1	Maria 's vader
wijdde	A2	aan haar heldhaftig leven
staat	ArgM-MNR	simpel
bekwaamde	ArgM-LOC	in Amsterdam
was	#	gestorven
afgelegd	AM-NEG	niet
had	Arg1	een oudere broer , Johannes Jacobus , en een jongere zus , Catharina Rebecca
zijn	Arg2	in geheimschrift dat , voor zover de brieven uitgegeven zijn , is ontraadseld
is	Arg1	die
trouwde	A0	HuwelijkMaria Woesthoven
verdiend	AM-TMP	Op dat moment
vormen	Arg0	ook in staat was zich als vrouw een mening te vormen over maatschappelijke kwesties
zijn	#	De redenen voor dit arrangement
overkomen	Arg4	naar Brunswijk
was	Arg1	ook in staat was zich als vrouw een mening te vormen over maatschappelijke kwesties
geraken	Arg0	Woesthovens poëzie steeds in verzamelbundels tussen werk van anderen terecht was gekomen
bekroond	Arg2	met een zilveren penning
opvoeden	Arg1	de kinderen
was	#	zij
was	#	zes
is	#	Maria Woesthoven
bejubelde	ArgM-LOC	waarin
waren	Arg1	velen
Verkregen	A1	Kunst
leefde	Arg0	die
bezorgde	Arg1	een bundel van haar dichtwerk
gesloten	ArgM-LOC	in gemeenschap van goederen
zijn	Arg1	de brieven
kende	#	van het Leidse dichtgenootschap Kunst
beloond	ArgM-ADV	met zilver
correspondeerde	#	met wie
uitgesproken	A1	de echtscheiding
woonden	Arg0	haar ouders sinds 1756
was	#	ze
bezocht	Arg1	de jaarvergaderingen van dit genootschap
is	ArgM-TMP	aangezien zij bij de echtscheiding was aangewezen als de schuldige partij en deze meestal niet de kinderen mocht opvoeden
geschikt	Arg1	voor de eeuwigheid
bekroonde	Arg1	met goud
schreven	A1	opgetogen brieven
liep	ArgM-CAU	daardoor
bracht	Arg2	tot lid van de beoordelingscommissie
was	ArgM-TMP	in haar tijd
bracht	Arg0	Maria Woesthoven
zorgen	Arg1	voor zijn moeders poëtische nalatenschap
gehad	Arg0	ze
vertrok	A4	naar het westen van de Republiek
mishandeld	Arg1	Maria
begon	AM-TMP	In 1800
onderhield	Arg1	uitgebreide briefwisselingen
betrokken	Arg1	bij de politieke zaak en de lotgevallen van haar land
was	#	zij
gehad	Arg1	omgang met andere mannen
kreeg	Arg1	een zoon , Frederik Joannes Bruinvis ( gest . 1871 ) , over wie zowel de vader als de moeder opgetogen brieven schreven aan Bilderdijk
was	#	net als zij gescheiden
Verkregen	A0	door Arbeid
werd	ArgM-LOC	waar
droeg	Arg0	zij
woonde	Arg0	zij
bezocht	ArgM-TMP	Tussen 1790 en 1794
vergeten	ArgM-TMP	zoals zij zich na haar echtscheiding weer was gaan noemen
geboren	Arg1	1 zoon
was	#	Gerrit Brender à Brandis , oprichter van het Amsteldamse Dicht - en Letteroefenend Genootschap , waarvan zij in 1786 lid zou worden
uitgesproken	AM-TMP	Uiteindelijk
trouwde	A0	Maria Petronella
genomineerd	Arg1	zij
was	#	getuige het feit dat zij bij hun ondertrouw in de hoogste belastingklasse werden aangeslagen
geroemd	Arg0	door haar tijdgenoten
was	#	die
