kreeg,r97,ArgM-TMP,Na het overlijden van de hortulanus Jacobus Schuurmans Stekhoven
hoorde,r105,A0,ik
schreef,r271,AM-LOC,Naast zijn werk als hortulanus
schijnen,r48,A0,ze
tjilpen,r9,Arg0,ze
gedaan,r93,#,Hierin wordt de ruime omgeving van Bennekom uitvoerig besproken
bestaan,r14,ArgM-TMP,tot 1869
komen,r109,#,het
aangesteld,r81,ArgM-LOC,waar
houden,r119,ArgM-TMP,inclusief hijzelf
ontwikkelde,r120,ArgM-PRD,als plantkundige en hortulanus
kwam,r23,#,er
kreeg,r279,Arg1,Heinrich
betekend,r27,Arg0,Witte
geboren,r204,ArgM-LOC,op 10 mei 1829
was,r29,#,niemand
worden,r78,ArgM-TMP,later
logeerde,r286,ArgM-LOC,bij vrienden , vermoedelijk
woonde,r191,#,Zijn vader , van Duitse afkomst
genoten,r288,Arg1,veel waardering
was,r127,#,stokdoof
beschouwd,r350,A1,als autodidact
genoten,r38,Arg1,van zijn arbeid
was,r42,#,24 jaar oud
overleden,r323,ArgM-TMP,op iets latere leeftijd
weet,r287,A1,hooren
was,r45,Arg1,het hortulanusschap
overleed,r306,ArgM-LOC,te Bennekom
gebouwde,r49,ArgM-TMP,in die tijd
verscheen,r284,Arg1,Zijn laatste roman De Terpenberg ( 2 delen
mag,r53,Arg1,t hooren
verpand,r165,Arg1,zijn hart
volgen,r322,Arg0,hij
verbeterde,r60,AM-MNR,al snel
geluisterd,r64,ArgM-MNR,Desondanks werd er naar hem geluisterd
was,r328,#,Deze
vertrok,r251,AM-TMP,na zijn pensionering
was,r69,#,de eerste hortulanus en dus verantwoordelijk voor de opbouw ervan
tekent,r96,A0,Dit
schreef,r352,A0,hij
maakte,r73,Arg1,die
kwam,r340,ArgM-PRD,als tuinjongen
benoemd,r283,Arg2,tot ridder in de Orde van Oranje-Nassau
verscheen,r195,ArgM-TMP,In datzelfde jaar
geboren,r85,#,op het terrein van de hortus botanicus
voorstellen,r358,A0,ik
volgde,r203,AM-PRD,Als opleiding
was,r237,ArgM-DIS,ook
schreef,r267,ArgM-NEG,Geen enkele Hollandsche botanicus heeft zóóveel geschreven als hij , en niemand was zoo duidelijk als de Heer Witte
behoorde,r364,AM-NEG,niet
verkeerde,r103,Arg0,deze
spelen,r363,#,Beide
is,r292,#,Heel belangrijk voor de toeristische ontwikkeling van de streek , en van Bennekom in het bijzonder , is het geweest dat Witte in 1901 een drietal artikelen over Bennekom en omgeving schreef voor het toenmaals populaire blad Eigen Haard
vliegt,r264,ArgM-ADV,onrustig
was,r215,#,graag dominee of zoiets als toneelspeler geworden , in alle geval iets waarbij ‘ welsprekendheid ' te pas kwam
vernieuwd,r110,Arg1,Bijna alle kassen en hulpgebouwen
kwam,r346,Arg1,waarbij
schreef,r123,Arg1,voor een breed publiek
gehouden,r208,Arg1,met hem
was,r187,#,hij
gelezen,r244,A2,veel
ingeschreven,r236,A1,als Henrich
schreeuwen,r132,A0,ze
gaf,r168,Arg1,tal van lezingen
herkennen,r137,ArgM-MNR,gemakkelijk
betreft,r139,Arg1,dat
overleed,r164,ArgM-LOC,te Bennekom
is,r143,#,wat het is
logeerde,r307,ArgM-TMP,Nadat hij er eerder ook al eens geweest was
bevorderd,r209,Arg2,tot ofﬁcier in diezelfde orde
nam,r248,Arg1,Aan discussies
gevolgd,r255,ArgM-TMP,in 1902
blijven,r356,#,waarna hij werd opgevolgd door zijn zoon Eduard Theodoor
kennen,r152,A1,Oudemans ( 1825-1906
genoemde,r153,ArgM-TMP,eerder
waren,r249,#,het ridderschap in de Keizerlijk-Oostenrijkse Franz Joseph Orde en het ridderschap in de Spaanse Orde van Isabella la Catholica
publiceren,r219,ArgM-DIS,volop
weet,r234,AM-TMP,thans
was,r210,#,er eerder ook al eens geweest
observeert,r266,Arg1,een ruziemakende troep mussen
getrokken,r272,ArgM-TMP,in die tijd
geleerd,r291,Arg0,Duizenden en duizenden
communiceren,r175,ArgM-TMP,Direct
vertrok,r327,A4,naar Leiden , waar hij als ‘ eerste tuinknecht ' bij de hortus botanicus van de Leidse Universiteit werd aangesteld
woonde,r336,ArgM-DIS,dus
overlijden,r180,#,van de hortulanus Jacobus Schuurmans Stekhoven
was,r280,ArgM-TMP,Desondanks
laat,r190,Arg1,in gindsche Iepen
zitten,r294,ArgM-NEG,niet
verhaalt,r297,Arg1,hierover
leerde,r202,ArgM-TMP,In deze tijd
getuigen,r214,Arg1,er nog van
ging,r316,ArgM-CAU,vanwege deze handicap
bijgebouwd,r222,Arg1,het nodige
opgevolgd,r226,A0,door zijn zoon Eduard Theodoor
schreef,r281,#,een verslag van een plantententoonstelling
beschreef,r231,AM-MNR,hoe
gaan,r229,#,vele bekjes
waren,r324,#,goed
was,r238,#,een zoon van de Rotterdamse hortulanus Carsten Witte en Dievertje de Jong
schreef,r333,ArgM-PNC,voor het toenmaals populaire blad Eigen Haard
vielen,r349,AM-MNR,ten deel
overlijden,r247,#,zijn
geschreven,r301,Arg1,zóóveel
benoemd,r353,ArgM-TMP,In 1871
brengen,r362,ArgM-TMP,uiteindelijk
besproken,r334,#,Hierin wordt de ruime omgeving van Bennekom uitvoerig besproken
kregen,r278,Arg0,Zij
was,r344,#,er
nam,r325,AM-NEG,aldaar
was,r354,ArgM-TMP,gedurende een groot deel van het hortulanusschap van Witte
herstellen,r302,#,van een rheumatische aandoening
was,r312,#,Naast de botanie
kende,r311,AM-TMP,al
was,r320,ArgM-TMP,Bijna 42 jaar later
trouwde,r331,AM-TMP,Op 28 augustus 1852
hebben,r355,Arg0,Duizenden en duizenden
behoorde,r347,AM-LOC,in het laatste kwart van de 19de en het begin van de 20ste eeuw voor een prettige levensavond op de Veluwe
