genieten	Arg1	van iets simpels
meldde	Arg2	bij de Duitse bezetter
liet	A2	in zijn waarde
uitte	Arg2	tot aan de restauratie van kerken
bekleedde	A0	hij
koos	A1	ervoor hier te gaan wonen
voerde	Arg0	hij
aandoend	ArgM-MNR	Wellicht formeel
proﬁteerde	Arg1	Ook het verenigingstijdschrift
was	#	Als gevolg van de capitulatie van de Japanse strijdkrachten
Teruggekeerd	ArgM-LOC	in Nederland
kwamen	Arg2	tot stand
luidde	#	Dit
was	ArgM-CAU	door een kleine groep geïnteresseerden
verliet	A0	Hij
was	#	kwam
doorvoeren	Arg0	Minister van Defensie H. Vredeling ( kabinet-Den Uyl
was	ArgM-ADV	volgens de statuten
zijn	ArgM-TMP	getroffen
maakte	ArgM-TMP	direct
bood	#	aan
volgde	ArgM-TMP	opnieuw
was	ArgM-ADV	uiteindelijk
waren	#	bezet door mensen die hem hadden leren kennen vanuit het militaire en/of maatschappelijke leven
vluchten	ArgM-LOC	bij Rijsel
aanschoof	Arg0	hij
bezichtigde	Arg1	de kerk
volgde	ArgM-ADV	in dezelfde plaats
mislukte	Arg1	Een poging om op 10 mei 1942 via Marc-en-Barreul bij Rijsel naar de geallieerden te vluchten
stuitte	A1	op groot verzet binnen de militaire gelederen van hoog tot laag
verhuizen	Arg1	naar Buren
werd	ArgM-DIS	Zo
werd	ArgM-TMP	Bij zijn overlijden in 2003
verwisselen	Arg2	voor een rustiger plek
kwam	Arg1	zijn belangstelling voor het menselijke aspect en de schepping in zijn algemeenheid
geschreven	AM-ADV	ondanks zijn hoge leeftijd
is	#	Berghuijs
opgericht	A1	een comité
had	Arg1	grote interesse in oudere Nederlandse en Franse teksten
geboren	ArgM-LOC	te Zaandam
volgde	Arg0	hij
afgevoerd	ArgM-DIR	via Neurenberg/Langwasser en Stanislau
gebouwd	ArgM-LOC	In Buren
meewerken	ArgM-TMP	indien dat op prijs werd gesteld
gaf	Arg0	hij
teruggeroepen	ArgM-TMP	In 1948
zette	AM-LOC	Naast de Burense kerk
kregen	Arg1	drie kinderen
uitkiezen	Arg0	hij
opgegeven	AM-TMP	Inmiddels
gezet	AM-TMP	Wanneer iets van de grond getild moest worden
kennen	A1	zijn latere vrouw
bekleedden	#	waarvan
herrezen	#	als een phoenix uit zijn as
stamt	Arg2	Uit die tijd
wonen	Arg0	het gezin Berghuijs
vertrok	AM-TMP	In september 1946
neergelegd	Arg1	Deze en andere functies
ontving	A2	van waardering voor zijn publicaties over Gelderse historische onderwerpen en voor zijn inzet voor de restauratie van Gelderse kerken de Martens van Sevenhovenpenning
verleend	Arg1	dat
bekleden	#	het
bekleed	AM-LOC	hier
volgde	ArgM-TMP	In 1979
getwijfeld	Arg1	aan zijn integriteit en competentie
verkreeg	A1	niet alleen via archiefonderzoek
overleed	Arg0	Nico Berghuijs
uitgaan	Arg4	naar onverwachte en eenvoudige zaken
neergelegd	A2	in artikelen , die hij -- ondanks zijn hoge leeftijd -- met behulp van een computer had geschreven en per e-mail aanleverde
kennen	ArgM-DIR	vanuit het militaire en/of maatschappelijke leven
bekleedde	A1	een functie bij de Europese Defensiegemeenschap te Parijs
vond	ArgM-TMP	Op 11 juni 1946
dankt	Arg1	Buren
volgen	#	het
overlijden	ArgM-TMP	in 2003
vereenzelvigen	ArgM-NEG	niet
waren	#	beschikbaar waren voor de restauratie
aanspreken	#	het
achtergelaten	A0	Nico Berghuijs
bleek	#	het
volgde	ArgM-MNR	al snel
luidde	A1	zijn verklaring
benoemd	ArgM-LOC	Op 1 mei 1971
Herkregen	Arg1	schoonheid
geboren	Arg1	Nicolaas Berghuijs
gaf	ArgM-MNR	gewoon
geboren	ArgM-TMP	op 31 mei 1916
verwarren	A1	met afstandelijkheid
besloot	A0	men
betekende	#	dat hij gewoon aanschoof aan de bestuurstafel en zijn opinie gaf , maar steeds een ieder in zijn waarde liet
volgde	Arg0	Een heel scala aan bestuursfuncties
begeleidde	A1	Een stoet van honderden mensen
besteedde	Arg1	veel aandacht
laten	ArgM-LOC	achter zich
geattendeerd	ArgM-MNR	Bij toeval
gesteld	Arg1	dat
was	#	De tweede grote verandering in 1973
nam	A2	in de Staatscommissie van advies inzake personeelsvoorziening voor de krijgsmacht ( de zogenaamde commissieMommersteeg
gelegerd	AM-LOC	In augustus 1938
was	#	hij
hield	#	in
nemen	ArgM-PRD	als compagniecommandant bij de Grenadiers
vormde	Arg0	De reorganisatie
doorlopen	Arg1	het basis - en voortgezet onderwijs in achtereenvolgens Amersfoort , Breda en Vlissingen
gaan	Arg1	om toenmalig minister van Justitie
vestigde	A1	Van Agts aandacht
aanleverde	ArgM-TMP	per e-mail
bekleden	AM-NEG	geen bestuursfunctie
corresponderen	ArgM-TMP	In de tussentijd
betrokken	Arg1	bij de heroprichting van de Koninklijke Militaire Academie
begon	AM-CAU	In de tussentijd begon hij uitvoerig met Guda Aijer te corresponderen
opdagen	ArgM-NEG	niet
getild	Arg1	iets van de grond
vonden	Arg1	plaats
bevrijd	ArgM-TMP	waaruit
volgde	ArgM-MNR	Al snel
was	#	commandant van de erecompagnie Grenadiers
