trok	A2	naar Parijs
wist	AM-ADV	ondanks schermutselingen met enkele kritische uitbaters
brachten	#	twee panden op de Grote Markt , en uiteindelijk Plein 1944
vergaderen	#	Hij
kwam	Arg2	boven water
werd	#	Johannes van ' t Veen , alias John Bertine1931-1990 Johannes van ' t Veen
was	#	Honkvast
gaf	ArgM-MNR	Met de voornaam van zijn vrouw
koos	AM-DIS	toch
toverde	ArgM-TMP	toen zijn makkers zich afvroegen waarom John op zondagmiddag even naar zijn zaak moest
hebben	ArgM-LOC	op 22 juni 1990 begraven op de Heilig Landstichting
wisten	A1	heel wat sponsoren te werven
monsterde	ArgM-TMP	Na de afronding van zijn opleiding
geeft	A0	die
bleef	#	John Bertine
plaatste	Arg1	zijn omgeving
geboren	ArgM-LOC	in Amsterdam
bezorgen	Arg2	de deelnemers aan en toeschouwers van de Nijmeegse Vierdaagse
stellen	Arg0	John Bertine en zijn vrienden
voer	AM-TMP	om vervolgens nog enige tijd in Amsterdam zijn beroep uit te oefenen
gevolgd	ArgM-TMP	daarna
kennen	A0	hij
brachten	Arg0	De oorlogsjaren
was	ArgM-MNR	met terrassen en kramen
oefenen	ArgM-TMP	nog enige tijd
maakte	#	eigen
blijven	Arg0	De Zomerfeesten
kreeg	Arg0	hij
was	#	Het programma
werd	#	die
leidde	Arg1	het ACBN
had	Arg1	een grote interesse in andere mensen en andere dingen
geven	Arg3	zijn bedrijf
koos	AM-TMP	om zijn bedrijf een fleuriger aanzien te geven
luidde	Arg0	het parool van het Actie ( f
was	Arg1	een dankbare pleister op een onechte wonde
meldde	ArgM-PNC	voor de organisatie
koos	Arg3	Van ' t Veen
geleefd	ArgM-TMP	te intens
wekt	ArgM-NEG	geen verbazing , wel de keuze
gegeven	Arg2	de naam van de Nijmeegse Vierdaagse
was	Arg1	een vestiging
organiseren	Arg1	een Herenzitting
bracht	Arg1	zijn jeugd
samenviel	ArgM-TMP	in 1957
trouwde	AM-LOC	in Kampen
waren	Arg1	De Nijmeegse Zomerfeesten
motiveren	Arg1	die
overlijden	#	zijn
was	#	een bijzonder mens , die volgens zijn naaste omgeving te intens heeft geleefd , overdag maar ook ' s nachts
werven	Arg0	John Bertine en zijn vrienden
was	ArgM-TMP	meteen
voortgezet	#	door zijn zonen
verenigen	Arg0	Initiator , praatpaal , ideeënman , sponsorwerver , taakverdeler : John Bertine
kende	AM-NEG	geen rust
haalde	ArgM-DIR	naar carnavalsvereniging de Blauwe Schuit
voorzien	A2	van een passend kapsel
moest	ArgM-LOC	op zondagmiddag
kon	Arg1	vergaderen , maar ook feest maken
gedaan	Arg0	hij
gaf	Arg0	De wederopbouw van de stad aan de Waal
geven	Arg0	een fleuriger aanzien
voortduurt	Arg0	die
stimuleerden	Arg0	Die binnenstadslocaties
zijn	#	herkenbaar aan een gouden schaartje , dat kapper John Bertine in veelvoud tevoorschijn toverde -- met een gek verhaal over alle mogelijke te verwijderen haartjes -- toen zijn makkers zich afvroegen waarom John op zondagmiddag even naar zijn zaak moest
had	ArgM-DIS	ook
werden	#	kapper
was	ArgM-PRD	Als Ex-John I
maakte	Arg1	Senator
maakte	#	organisatietalent aan werfkracht
beleefde	Arg1	de eerste Zomerfeesten
wist	A1	alle kwaliteiten in zich te verenigen , inclusief die van een notoire lastpak
maken	Arg1	feest
opperden	ArgM-TMP	na een bezoek aan Siegburg
beginnen	A1	een eigen bedrijf
paarde	Arg1	inzet
overleed	ArgM-LOC	te Mook ( Plasmolen
aarzelend	ArgM-TMP	nog
zoekraakte	ArgM-MNR	plotseling
is	#	evenzeer een begrip geworden als de Zomerfeesten , die de naam van de Nijmeegse Vierdaagse nog meer glans hebben gegeven
uitgroeide	Arg1	tot de grote animator en gangmaker
werd	ArgM-DIS	tussen en met andere binnenstadsondernemers en in de Kamer van Koophandel en Fabrieken voor Nijmegen en Omgeving
bekwamen	ArgM-MNR	verder
kreeg	Arg1	twee zonen , Nico ( Nijmegen , 1959 ) en Raymond ( Nijmegen , 1961 ) , die evenals hun ouders kapper werden
koos	A0	Ook zij
enthousiasmeren	ArgM-MNR	straatgewijs
begraven	ArgM-LOC	op de Heilig Landstichting
afvroegen	ArgM-REC	zich
Zomerfeesten	Arg3	van kleinschalig feest tot internationaal evenement , Nijmegen 1994
wist	#	Het driemanschap
volgde	ArgM-LOC	waar
kwam	Arg4	op het idee kwam de deelnemers aan en toeschouwers van de Nijmeegse Vierdaagse enig vertier in de binnenstad te bezorgen
gesteund	ArgM-CAU	door de burgemeesters De Graaf , Hermsen en Dales
zijn	#	Het
wist	A1	elk jaar wist te motiveren
uitgroeien	Arg0	het bezoekersaantal in de feestweek
