uitgevoerd,r612,Arg0,door het nietgeoefende kerkvolk
was,r278,#,Hij
studeerde,r10,AM-DIS,Daarnaast
wenste,r103,Arg0,Kahmann , die tot en met de dag van zijn overlijden een intense belangstelling voor de medemens toonde
uitbesteed,r568,Arg2,aan de hartelijke mevrouw Helmer
getypt,r8,ArgM-TMP,veelal
was,r457,#,me tangere-vriend
dringen,r11,A2,tot deze noli
riep,r439,#,Dit
gaf,r533,A1,een kruisje
verbleef,r495,Arg0,zijn broer Jo
exploreren,r118,Arg1,alle richtingen
waren,r19,#,genoodzaakt waren ongeveer een jaar door te brengen in het pensionaat St.-Louis te Oudenbosch
ging,r345,#,de Nebokerk Ben
inspirerende,r21,ArgM-TMP,telkens
deed,r281,Arg0,hij
was,r321,#,Geertruida Catherina Wilshaus ( Amsterdam 1889-Oegstgeest 1988
vertrok,r515,AM-TMP,om daar op 19 februari van dat jaar magna cum laude te promoveren
promoveren,r653,ArgM-CAU,cum laude
is,r193,#,Dat
getuigt,r244,Arg1,van zijn wens naar privacy en de hoop niet door medeleven van buiten te worden overspoeld
brengen,r573,Arg1,ongeveer een jaar
hield,r510,ArgM-REC,voor zich
wenste,r98,Arg0,die
kwamen,r246,#,er
was,r489,ArgM-TMP,tot ongeveer 2000 , de pastor voor de Italiaanse gemeenschap
tillen,r61,Arg2,met de woorden : " Pas op uw rug
moest,r44,Arg0,hij
beschreef,r296,Arg1,Een in al haar eenvoud mooie herinnering
worden,r319,ArgM-NEG,nooit meer
ophalen,r531,AM-LOC,uit Oudenbosch
was,r156,ArgM-PNC,voor de Karel de Groteprijs , de cultuurprijs van de stad Nijmegen
teruggedraaid,r154,ArgM-ADV,Gelukkig werd de beslissing teruggedraaid
verlaten,r54,A1,de kostschool
afzeggen,r555,Arg0,Hij
blijkt,r540,ArgM-MNR,hoezeer de aimabele Kahmann , die slecht ‘ neen ' kon zeggen -- laat staan impopulaire maatregelen kon nemen -- , altijd zijn best deed het iedereen naar de zin te maken
zakte,r544,ArgM-LOC,juist op het moment dat zijn vader en zijn aanstaande echtgenote bij de school aankwamen
is,r592,#,Het
spreidde,r559,Arg1,hetgeen
opgevolgd,r450,ArgM-ADV,niet alleen
verhullen,r485,Arg0,Ben
voel,r548,A0,Ik
roept,r631,AM-LOC,Hierin
vertegenwoordigde,r554,Arg1,het Gregoriusblad twee richtingen
zat,r372,ArgM-ADV,volgens zijn confraters Herman de Groot en Ignace Dekkers
maken,r410,Arg0,hij
had,r589,ArgM-TMP,vier maanden tevoren
was,r250,#,hij
huwde,r565,#,waarna het gezin herenigd werd
was,r178,#,Hij
blijven,r222,#,wat hij zou blijven tot in 1988
zetten,r257,A1,hem
waarschuwde,r584,A1,een verpleegster bij het tillen met de woorden : " Pas op uw rug
zeggen,r567,Arg1,slecht ‘ neen
samenwerkte,r382,Arg1,met wie
ontving,r270,ArgM-LOC,te Wittem
verdienen,r229,A0,hij
was,r638,#,hij
studeren,r634,AM-MNR,kerkmuziek
zingen,r415,ArgM-TMP,in september 1967
geboren,r104,ArgM-LOC,in Amsterdam
stimulerende,r106,ArgM-NEG,zeer
volgen,r183,Arg0,hij
schreef,r294,AM-LOC,in de Campanile
was,r595,#,het land dat bij uitstek paste bij zijn aard en temperament
was,r596,#,een reflectie op de praktijk van liturgie en kerkmuziek in heden en verleden
beukten,r556,ArgM-MNR,zowel in de seculiere wereld als in het rooms-katholieke geestelijke leven
uitmaakte,r534,A0,geen
vroeg,r557,A0,de katholieke pater Kahmann met zijn Diepenbrockkoor
was,r125,#,hij
was,r498,#,Weer of geen weer ' -- deel uitmaakte
vergrijzen,r614,ArgM-CAU,door het uitblijven van nieuwe roepingen
maken,r352,Arg1,kennis
kon,r615,Arg0,hij
wist,r644,AM-LOC,Op het moment dat Ben de lagere school doorlopen had
was,r543,ArgM-PNC,voor menigeen
keerde,r574,AM-TMP,Pas na de oorlog
verzorgde,r327,Arg0,hij
herinnerde,r586,A1,Ben
was,r569,#,voor velen
moet,r331,ArgM-CAU,zijn
ga,r458,ArgM-MNR,met God
vervulde,r336,ArgM-ADV,Naast de landelijke
overleed,r626,ArgM-LOC,te Nijmegen
was,r153,ArgM-TMP,In datzelfde jaar
uitblijven,r271,#,het
stoeiend,r157,ArgM-TMP,iedere zondag
brak,r635,A1,een lans brak voor de Latijnse hoogmis van vóór het Tweede Vaticaans Concilie
huldigde,r572,Arg1,Kahmann
werd,r581,#,hoofdredacteur
liep,r512,Arg4,naar de kerk van de redemptoristen in Amsterdam
was,r169,#,die
deed,r649,ArgM-TMP,altijd
aankwamen,r359,Arg2,bij de school
nemen,r362,A1,impopulaire maatregelen
begon,r551,AM-TMP,Op 16 augustus 1932
ervaren,r364,Arg0,hij
aangereden,r301,Arg0,Hij
werd,r304,#,directeur van de Nederlandse Sint-Gregoriusvereniging ( vereniging ter bevordering van de rooms-katholieke kerkmuziek
zijn,r180,#,uitgetreden
omgevormd,r471,Arg2,tot het oecumenische Nederlands Instituut voor Kerkmuziek
las,r651,AM-TMP,Op alle hoogtijdagen
behield,r472,AM-TMP,tot het laatste moment
was,r185,Arg0,zeer betrokken pastoraal werker
overlijden,r645,ArgM-TMP,in 2002
hadden,r566,ArgM-DIR,naar buiten
wonen,r311,Arg2,op de Nebo
deed,r202,Arg1,zijn uiterste
was,r530,#,het geval , toen hij vanaf zijn sterfbed , in augustus 2002 , de boodschap aan de rest van de communiteit deed toekomen
sturen,r207,A1,hem
gaf,r427,Arg1,gewijds
gevonden,r406,Arg0,een kentering
volgde,r428,Arg2,het kleinseminarie te Roermond en de laatste twee jaar
behouden,r473,A0,hij
overlijden,r365,#,van zijn moeder
zingen,r218,#,zijn vader
gekend,r215,A1,Ben Kahmann
was,r408,#,Hoe droef
heeft,r520,Arg0,Deze aimabele en enthousiasmerende muziekpater
beklaagd,r476,ArgM-REC,zich
kwam,r419,Arg1,een eind aan Ben Kahmanns zorgeloze jeugd
was,r236,ArgM-PNC,Voor de provincie Gelderland
was,r647,ArgM-DIS,Bovendien
mocht,r430,ArgM-TMP,Na zijn priesterwijding te Wittem in 1938
hoor,r242,A0,Ik
toonde,r525,Arg1,een intense belangstelling voor de medemens
accepteren,r602,#,dat hij aan een ongeneeslijke vorm van leverkanker leed
verhullen,r256,Arg1,zijn eigen kwetsbaarheid
wijden,r600,AM-MNR,geheel
bracht,r482,ArgM-PRD,op zich
was,r264,#,hij
gebeurde,r480,ArgM-ADV,dan
wonen,r462,ArgM-TMP,Tot aan zijn overlijden in 2002
trad,r583,#,uit
vervulde,r393,Arg1,zijn preekbeurten
zijn,r287,ArgM-PNC,voor alles
droeg,r507,#,bij
verzuchtte,r459,Arg0,hij
werd,r613,#,hij
besloot,r486,A1,hem naar de Mulo te sturen
voelde,r608,ArgM-LOC,waar
zette,r501,#,waarvoor
was,r560,#,Het
doorlopen,r523,Arg0,Ben
verheugen,r578,ArgM-DIS,Overigens
volgende,r312,ArgM-TMP,nu
gaan,r316,Arg0,Zijn gemeenschap
kreeg,r620,Arg1,het klooster in toenemende mate
huldigde,r616,ArgM-LOC,in zijn vele artikelen en brieven
bezorgd,r642,ArgM-TMP,op initiatief van prins Claus
verrijkt,r332,Arg1,het leven van vooral de zingende en musicerende student in de stad Nijmegen bezield
omgevormd,r337,Arg0,wat op zich binnen deze mannengemeenschap heel wat commotie teweeg bracht
sterven,r334,#,zijn
is,r517,#,in zijn bestuurstijd , in 1972 , tot stand gekomen
voegde,r627,#,Zijn joyeuse karakter , zijn grote spreekvaardigheid in zowel het Italiaans als het Romeinse dialect , dat alles
richtte,r526,#,op
fietsen,r348,Arg0,Hij
bediende,r535,A1,Ben
openbaarde,r454,ArgM-REC,zich
zei,r355,Arg1,dit
ingezet,r546,Arg0,hij
benoemd,r388,ArgM-TMP,in 1967
werd,r558,ArgM-TMP,In 1947
stonden,r561,Arg0,die
forceren,r380,#,Vrienden
afgezien,r577,ArgM-TMP,nog
gereageerd,r637,AM-TMP,nog
waren,r585,#,Het
gekozen,r587,A1,voor het priesterschap
worden,r397,#,redemptorist
toekomen,r401,Arg1,aan de rest van de communiteit
zijn,r547,#,Zeer vleiend voor hem in die moeilijke tijd moet het enorme boeket bloemen zijn geweest , dat waarschijnlijk op initiatief van prins Claus bij hem werd bezorgd
bezield,r413,Arg1,het leven van vooral de zingende en musicerende student in de stad Nijmegen bezield
was,r524,#,Een opmerkelijke gebeurtenis in deze tijd
bestaande,r416,#,alle
kreeg,r541,Arg1,een ernstig verkeersongeluk
woonde,r426,ArgM-TMP,toen
bekleedde,r630,A1,Al deze functies
verlaten,r633,AM-ADV,bijna
beletten,r629,Arg1,hem
sloot,r447,Arg0,Hij
overlijden,r445,#,zijn
besloot,r465,AM-TMP,in 1950
maken,r641,ArgM-PRD,naar de zin
componeerde,r479,ArgM-LOC,in het kader van de vele lustra en andere universiteitsfestiviteiten
gedoopt,r491,Arg0,hij
herenigd,r488,Arg1,het gezin
moest,r652,Arg0,Hij
vestigde,r505,Arg0,Ben Kahmann
studeerde,r621,A0,Kahmann
betrokken,r518,Arg1,bij allerlei landelijke ontwikkelingen op het gebied van de kerkmuziek
zijn,r521,ArgM-TMP,toen hij het schip tussen de klippen van Skylla en Charybdis moest
paste,r576,ArgM-DIS,bij uitstek
overlijden,r625,#,het
gedrukt,r542,Arg2,op zijn schouders
aanpassen,r553,A1,zijn vele activiteiten
overspoeld,r648,ArgM-NEG,niet
weet,r564,A0,Ik
vervulde,r650,ArgM-TMP,Vooral in de jaren ' 50 tot en met ' 70
ingezegend,r591,Arg1,Vele huwelijken
was,r603,ArgM-DIS,zo
leed,r606,Arg1,aan een ongeneeslijke vorm van leverkanker
worden,r610,#,wat hij wilde worden
bijgedragen,r618,#,Al die gebeurtenissen
betrokken,r643,ArgM-ADV,zeer
