vertrekt,r189,A1,Tjibodar bij Buitenzorg
trekt,r92,AM-MNR,terug
genaamd,r3,Arg1,de firma Beuker en Hulshoff
beletten,r191,Arg0,andere bezigheden , waaronder een reis naar West-Indië
vinden,r122,ArgM-LOC,in het laboratorium van Reesse , gevestigd in zijn woonhuis aan de Herengracht 220 ( thans het pand van de Vereniging Het Nederlandsch Economisch-Historisch Archief
gedoogde,r34,#,bescheidenheid
produceert,r38,A0,een goede kwaliteit
neemt,r213,AM-LOC,in het Paleis van Volksvlijt
komt,r91,ArgM-LOC,in de vorm van een voorlopig manuscript
bekleedde,r21,A1,welke post
brengt,r208,Arg2,op een modern peil
bleef,r142,#,ongehuwd
komt,r212,#,het
wijdt,r69,A2,aan een studie over de geschiedenis van de suikerraffinage te Amsterdam
was,r144,ArgM-TMP,Intussen
kwam,r186,ArgM-TMP,Op 9 oktober 1910
verwoestte,r87,Arg1,de gehele fabrieksinrichting aan de Lauriergracht
hield,r62,Arg2,te Düsseldorf
zijn,r121,ArgM-LOC,in de suikerhandel
keerde,r39,AM-MNR,terug
had,r63,Arg1,belangstelling
behouden,r46,Arg0,die
hebben,r44,ArgM-LOC,in Duitsland
schrijft,r201,AM-TMP,in De Economist van 1895
is,r95,Arg1,Het tweede deel
verlaten,r52,A0,Reesse
neemt,r118,A1,de stoomcementfabriek
brengen,r134,Arg1,de fabriek
bijgewerkt,r190,ArgM-MNR,Eerst in de zomer van 1907 wordt het geschrift wederom ter hand genomen
komt,r130,Arg0,Zijn kennis en belangstelling voor de cementbereiding , in het bijzonder het chemisch-technologisch aspect
zijnde,r66,#,met buitenlandse merken vertrouwd
trekt,r78,AM-MNR,terug
ontmoet,r111,Arg1,Reesse
genomen,r77,Arg1,van de Cementfabricage
vond,r150,AM-TMP,toen
getuigde,r188,Arg3,van vooruitstrevende denkbeelden ten aanzien van onze kolonie Suriname
telde,r102,A2,Onder zijn vele Amsterdamse vrienden
verwachten,r84,#,spoedig
verschijnt,r161,ArgM-TMP,In 1908
besluiten,r115,A1,deze tak van nijverheid te verlaten
ondervinden,r97,A1,onmiddellijk bekendheid en waardering
wekte,r205,ArgM-LOC,In ons land
slaagt,r135,A0,hij
kwam,r184,ArgM-CAU,Door een brand die in 1881 de gehele fabrieksinrichting aan de Lauriergracht verwoestte
zet,r193,Arg0,hij
geven,r109,A0,de schrijver
gemaakt,r198,Arg3,voor druk
bewegen,r197,A0,die
genomen,r152,A2,ter hand
besluit,r182,A1,voor gezamenlijke rekening een gloeilampenfabriek te stichten
gefundeerd,r127,Arg2,op een breed en diepgaand archiefonderzoek
gestudeerd,r156,AM-LOC,aan de Polytechnische school te Delft
verbleef,r157,ArgM-TMP,tot einde 1881
gehouden,r133,Arg1,dat
vervallen,r183,#,van de exportpremie
hooggeprezen,r140,ArgM-TMP,later
houdt,r166,Arg1,verblijf
spreken,r199,A1,bescheidenheid
overlijden,r149,#,het
is,r171,#,de met buitenlandse merken vertrouwd zijnde handel
wordt,r169,Arg1,Eerst in de zomer van 1907 wordt het geschrift wederom ter hand genomen en met gebruikmaking van nieuwe gegevens bijgewerkt
verkopen,r168,Arg1,het inheemse produkt
verschijnt,r176,ArgM-TMP,een jaar na het overlijden van Reesse
stichten,r200,A1,een gloeilampenfabriek
gelegen,r179,ArgM-LOC,aan de Lauriergracht te Amsterdam
sticht,r211,AM-TMP,in mei 1891
mislukte,r181,#,ten slotte
aangezocht,r204,ArgM-TMP,in 1899
was,r209,ArgM-ADV,blijven
