wist	A0	hij
overwinnen	Arg1	hem
werd	#	secretaris en in 1945 directeur
overlijden	#	van 1981
vangen	#	op
zette	ArgM-TMP	In een aantal artikelen over dit onderwerp
realiseren	Arg1	noodzakelijke veranderingen in de van nature conservatieve bankwereld
behaalde	Arg0	Hij
gehuwd	ArgM-TMP	Na echtscheiding ( 28-5-1938
was	#	die
was	#	lid van de Bankraad ( van 13 juli 1962 tot 20 mei 1968 ) , treasurer van de Internationale Kamer van Koophandel ( van december 1962 tot december 1969 ) en honorary treasurer van december 1969
vestigde	A1	de aandacht
voordeden	AM-ADV	vooral
bezocht	Arg1	Klaasse
vinden	Arg1	Een voorbeeld daarvan
houdende	Arg1	lezingen
gehuwd	ArgM-TMP	op 19-7-1952
trad	AM-TMP	in 1926
werd	#	lid van de Raad van Bestuur
bekleedde	AM-LOC	daar
beheerste	AM-PRD	als geen ander van zijn tijd
hielp	A0	Zijn gevoel voor humor , gepaard gaande aan een steeds aanwezige lichte zelfspot
was	ArgM-TMP	Alhoewel Klaasse het hele bankvak als geen ander van zijn tijd beheerste
schreef	AM-LOC	in de meest uiteenlopende kranten en tijdschriften , zoals Economisch-Statistische Berichten , De Telegraaf en Economisch Weekblad
zijnde	ArgM-MNR	op reis
slaagde	Arg0	hij
fuseerde	Arg0	de Incasso-Bank
werd	#	directeur
was	#	financieel chroniqueur van De Groene
bekleedde	A0	hij
was	#	er
wist	A1	noodzakelijke veranderingen in de van nature conservatieve bankwereld op het juiste moment wist te realiseren
overgenomen	ArgM-TMP	in 1937
aftrad	ArgM-CAU	om gezondheidsredenen
las	A0	Albee of Simenon
vielen	#	toe
uiteenlopende	ArgM-EXT	meest
hield	ArgM-LOC	in het internationale handels - en betalingsverkeer
gehad	Arg1	grote invloed
zag	ArgM-TMP	tijdig
werkende	ArgM-TMP	altijd
waren	#	nauw verbonden waren met het directeurschap van de Amsterdamsche Bank en , later , lidmaatschap van de Raad van Bestuur van de Amsterdam-Rotterdam Bank
waren	Arg0	Vele daarvan
aftreden	#	het
inschrijven	A2	als een der eerste studenten
is	Arg1	te vinden in een artikel in het Algemeen Handelsblad van 13 februari 1962 getiteld ' " Langer " krediet bij de handelsbanken
bezette	A0	door hem
geboren	Arg2	Uit deze huwelijken
getiteld	Arg1	Langer " krediet bij de handelsbanken
werd	ArgM-TMP	In 1930
bleef	AM-EXT	Veel tijd voor ontspanning
had	ArgM-DIS	ook
vervulde	Arg1	Klaasse
gewerkt	AM-TMP	Na eerst een korte tijd
besturen	ArgM-PNC	om zijn persoonlijke gaven
heet	ArgM-LOC	in bankkringen
genoemde	ArgM-TMP	reeds
was	#	verder lid van het bestuur van de Nederlandse Bankiersvereniging ( 1955-1968 ) en gedurende twee jaar voorzitter ( 11 mei 1964-23 mei 1966
Gehuwd	ArgM-TMP	op 1-9-1927
bestond	Arg1	Klaasse
