is	#	belast is met belasting - en onteigeningszaken
zeggen	ArgM-DIS	bijna
voortvloeide	ArgM-DIR	uit een grote zedelijke ernst
geboren	Arg1	1 dochter
verleend	ArgM-TMP	In 1969
vervulde	Arg0	hij
deed	Arg1	aan de Universiteit van Amsterdam
geeft	ArgM-ADV	dan
uitging	#	wie
verfijnde	ArgM-MNR	sterk
was	#	Zijn reputatie
zeilen	#	het
werd	#	raadsheer-plaatsvervanger in het gerechtshof te Amsterdam
werd	ArgM-TMP	Op 9 februari 1961
blijft	Arg1	het aandeel van de vijf leden van een kamer van de Hoge Raad
vertoont	Arg1	een zo duidelijke ontwikkeling dat men die wel overwegend aan zijn invloed moet toeschrijven
presideerde	ArgM-DIS	Sedert
werkte	AM-PRD	als zodanig te Baarn en Bussum
komt	ArgM-LOC	bij onteigening
presideerde	Arg0	hij
samenging	Arg0	wat
was	Arg1	werkzaam
had	#	Boltjes eerst lange tijd
benoemd	Arg1	hij
deed	Arg1	kandidaats rechtswetenschap
verbonden	ArgM-TMP	steeds nauw
bekwaamde	Arg1	hij werd in 1923 kandidaat-notaris en werkte als zodanig te Baarn en Bussum
was	#	Boltjes
bereiken	#	van de leeftijdsgrens
werd	#	kandidaat-notaris
