tewerkgesteld,r34,Arg1,Hij
stelde,r178,Arg1,Kapteyn , nu bijna 34 jaar oud
betrekken,r215,Arg1,hem
geplaatst,r151,A2,bij de Rijksdienst voor het Stoomwezen
verwijderde,r162,A1,de inrichting
kwam,r111,ArgM-MNR,zeer goed
kwam,r277,Arg1,de Westinghouse-rem
bleef,r253,#,actief
bezighield,r240,A0,hij
overnam,r202,Arg1,deze machines
aangebracht,r275,A2,op 9 locomotieven voor de nrs
gesticht,r259,AM-MNR,Op zijn initiatief
beviel,r199,Arg2,naar de Nederlandsche Centraal Spoorwegmaatschappij ( ncs ) in Utrecht
toegevoegd,r190,A1,aan de ingenieur-werktuigkundige
gedaan,r27,ArgM-LOC,bij een timmerman
bereiden,r241,#,voor
was,r53,#,Kapteyn
werd,r103,Arg1,door zijn vader niet als een uitblinker gezien , maar meer geschikt bevonden voor het leren van een ambacht
was,r113,#,Kapteyn
was,r248,#,Kapteyn sinds 1880
kende,r45,A0,Hij
geplaatst,r47,Arg1,Hij
ontworpen,r38,Arg1,die
breidde,r73,Arg0,het bedrijf
was,r143,#,de eerste voorzitter van de vakafdeling voor aviatiek van de Koninklijke Nederlandsche Vereeniging voor Luchtvaart
ontworpen,r44,Arg0,door hem
toegepast,r195,Arg1,die
slaagde,r93,AM-TMP,Hoewel dit een zware opgave was voor een kandidaat met alleen maar lagere school
was,r243,#,Onvermoeibaar
kreeg,r161,Arg0,die
behaalde,r279,ArgM-LOC,in 1870
winnen,r163,A0,die
uitgerust,r56,ArgM-MNR,gedeeltelijk
begon,r107,AM-TMP,reeds
verloochende,r219,ArgM-REC,zich
kreeg,r258,ArgM-TMP,voor toelating
had,r237,ArgM-MNR,in 1914 en 1915 en focus in 1917
weten,r142,A2,er meer van
werd,r72,Arg1,Hij
zocht,r197,ArgM-MNR,Misschien ook met de gedachte aan een mogelijke carrière bij Westinghouse in het achterhoofd
overplaatste,r265,Arg0,die
was,r105,Arg1,Deze maatschappij
trekken,r212,AM-LOC,het vele reizen en trekken in Europa en Amerika
genomen,r120,A1,hij in 1878
bestelde,r255,A1,een installatie op proef
was,r85,#,een zware opgave was voor een kandidaat met alleen maar lagere school
terugging,r267,Arg1,Kapteyn
afleggen,r92,#,van het zware examen daarvoor
behield,r100,ArgM-TMP,nog
bleek,r192,ArgM-LOC,Daar
is,r150,#,ten slotte over vrijwel de gehele wereld door de spoorwegen is ingevoerd
tonen,r152,ArgM-LOC,aan
vestigde,r216,A4,in ' s-Gravenhage , hoewel hij nog wel allerlei functies in het Westinghouseconcem behield
had,r209,Arg1,Kapteyn
trachtte,r272,ArgM-DIR,vanuit een vestiging in Engeland
bleef,r213,ArgM-ADV,ondanks pogingen van Westinghouse om hem bij de leiding van zijn andere - meest elektrotechnische - bedrijven te betrekken
leren,r123,#,het
geboren,r129,ArgM-LOC,in een groot gezin van vijftien - meest zeer begaafde - kinderen
geboren,r127,Arg2,Uit dit huwelijk
Gehuwd,r132,ArgM-TMP,op 21-12-1880
gezien,r201,Arg1,als een uitblinker
is,r217,#,Voor een groot deel is het aan hem te danken dat de Westinghouse-rem ten slotte over vrijwel de gehele wereld door de spoorwegen is ingevoerd
was,r276,Arg1,een veelzijdig begaafd man
geopenbaard,r247,Arg0,die
bevorderd,r246,Arg2,tot adspirant-ingenieur
ruimen,r242,A1,problemen die zich bij het veeleisende spoorbedrijf hadden geopenbaard
werd,r155,#,een geregelde bezoeker bij de vergaderingen van het kivi , waar hij zich nu speciaal bezighield met de beginnende luchtvaart
was,r208,#,promotie
zag,r227,ArgM-LOC,Hier
danken,r235,#,Voor een groot deel is het aan hem te danken dat de Westinghouse-rem ten slotte over vrijwel de gehele wereld door de spoorwegen is ingevoerd
gebouwd,r166,Arg0,Kapteyn
ontmoette,r196,A0,hij
geschikt,r256,Arg1,voor het leren van een ambacht
genoemde,r173,#,de
belasten,r176,#,het
reizen,r269,#,het vele reizen en trekken in Europa en Amerika
was,r214,#,werd
aangebracht,r181,ArgM-LOC,op een trein
vertrok,r225,A1,Westinghouse
kwam,r226,ArgM-LOC,in artikelen van zijn hand in verscheidene vakbladen als Lux
hield,r251,ArgM-PNC,Ook voor het kivi
propageren,r249,#,het
geschikt,r257,Arg1,voor alle soorten treinen
voerde,r270,ArgM-MNR,met tegenstanders
was,r278,#,Kapteyn
