debuteerden,r29,ArgM-TMP,Op 10 april 1898
had,r197,ArgM-EXT,helemaal
riskeren,r196,ArgM-PRD,als leraar aan het conservatorium
zingen,r44,#,het
durfde,r200,ArgM-PRD,zelf
laaide,r175,#,op
polste,r199,Arg1,De Stem des Volks in Amsterdam
aanpakken,r205,AM-TMP,mits onder schuilnaam ( Lebon
kwam,r201,ArgM-TMP,In 1922
zocht,r120,AM-NEG,niet
kwam,r19,Arg0,De Nobel
kon,r166,ArgM-MNR,terecht
won,r130,A1,de eerste prijs
hadden,r84,Arg1,het voordeel dat iedereen ze kende , maar het nadeel van geringe verwantschap met de idealistische of strijdvaardige lading van de tekst
vond,r117,ArgM-TMP,bij zijn tachtigste verjaardag in 1947
weet,r60,Arg1,Dat ze uitbleven
beholpen,r192,ArgM-REC,zich
liggen,r95,Arg2,in het theater - plankenkoorts smoorde soms zijn stem - maar des te meer op pedagogisch terrein
opgeven,r40,ArgM-TMP,al
had,r198,ArgM-TMP,In 1937
breidde,r75,Arg1,met sopranen en alten
was,r203,Arg2,de zoon van Willem George Lodewijk
hoorden,r50,Arg1,van Valerius ' geuzenliederen
zingen,r49,ArgM-MNR,mooi
bleven,r100,#,overwinnaar
toonzetten,r180,Arg1,oorspronkelijke teksten
worden,r55,#,de toonaangevende figuur
geboren,r149,ArgM-LOC,te Haarlem
is,r160,#,met repetitie-afspraken , is De Nobel op de duur herhaaldelijk in botsing gekomen met zijn koren
vond,r97,#,Erbarmelijk echter
schaven,r127,Arg1,aan beide
Vliegen,r62,#,Kracht II
kreeg,r154,Arg0,hij
smoorde,r98,Arg0,plankenkoorts
wilde,r158,ArgM-MNR,met de arbeiderszangcultuur
gestaan,r178,AM-TMP,Behalve in Amsterdam
nam,r112,#,zo nauw
ontwikkeld,r204,Arg1,een zeer eigen zangcultuur ontwikkeld , die ook buiten eigen kring ontroering en respect voor de arbeidersbeweging kweekte
bevonden,r85,AM-MNR,opvallend
gedirigeerd,r214,ArgM-TMP,op concerten als eregast
bleek,r216,Arg0,Zijn kracht
was,r93,#,er
kende,r99,A0,iedereen
rijst,r119,A1,het vermoeden rijst , dat het een socialistisch lied moet zijn
zijn,r103,#,het
zijt,r187,#,Gij
kwam,r126,ArgM-TMP,In september 1903
bezocht,r108,Arg0,De Nobel
maakt,r181,Arg0,de rijkdom van liederen bij die staatkundige partij , en de geestelijke armoede in dit opzicht bij het overige volk
trad,r167,A0,hij
aangenomen,r111,A1,Zijn voorwaarden
komt,r185,ArgM-ADV,Eens
dreef,r189,ArgM-MNR,muzikaal
beleven,r139,ArgM-LOC,bij het bombardement op Den Haag
omhooggestoken,r133,ArgM-ADV,zeer
gepubliceerd,r141,ArgM-TMP,in : BWSA 2 ( 1987 ) , p. 102-103
publiceerde,r171,ArgM-MNR,in De Stem des Volks , het orgaan van de Bond van Arbeiders Zangvereenigingen
uitbleven,r144,Arg0,ze
is,r153,#,NOBEL , Otto Willem de koorleider en componist van strijdliederen
volgen,r152,Arg1,hem
opgerichte,r151,ArgM-TMP,pas
deed,r179,ArgM-MNR,met verbazingwekkend vuur
toeliet,r170,Arg0,zijn teruglopend gezichtsvermogen
kwijtraakte,r169,Arg1,zijn huis , zijn vleugel en zijn muziekarchief
werd,r177,ArgM-TMP,toen hij bij het bombardement op Den Haag in 1944 moest beleven dat hij zijn huis , zijn vleugel en zijn muziekarchief kwijtraakte
Afgestudeerd,r182,ArgM-LOC,aan het Amsterdams conservatorium
werd,r193,ArgM-DIS,Zo
kweekte,r215,Arg0,die
overleden,r208,ArgM-LOC,te Voorburg
verweten,r209,Arg1,ons
