gedaan,r2,Arg1,wat
gaf,r422,ArgM-LOC,in een brochure van de Vereeniging Vrienden der Sowjet-Unie
gevierd,r510,Arg0,door partij en vrouwenclubs
verslagen,r434,AM-TMP,tegen negen stemmen
steunde,r319,A1,Ankersmit
voerde,r249,Arg1,de administratie van het gelijknamige blad
kwam,r9,Arg1,Ook Zetkin
erkennen,r11,Arg1,als partijinstelling
hervormen,r12,Arg1,de partij van binnenuit
vertrok,r439,A4,naar Wenen
bedanken,r488,A2,voor de functies van secretaris van de BSDVC , de SDVCAmsterdam en de SDSC
sprak,r572,Arg0,zij
verscheen,r189,ArgM-EXT,in De Proletarische Vrouw
opgerichte,r17,ArgM-TMP,in september 1921
schreef,r290,AM-LOC,in De Tribune
optrad,r283,AM-PRD,samen met Augusta de Wit
overleden,r21,ArgM-TMP,op 21 augustus 1944
nemen,r279,AM-TMP,Ook later
logeerde,r228,Arg2,bij Ankersmits broer in Diepenveen
hield,r549,ArgM-LOC,over onderwerpen als algemeen en vrouwenkiesrecht , huisindustrie , vrouwenarbeid , sociale verzekeringen , gemeentepolitiek en onderwijs
vragen,r95,A1,zijn raad vragen over bij voorbeeld de waardeleer van het socialisme
gevraagd,r115,A0,zij
versterken,r28,Arg1,de propaganda voor gelijke rechten en vrede
was,r198,#,ziekenhuis
treffen,r251,Arg0,de Stalinverening van de bevolking
werd,r460,ArgM-TMP,In 1907
ging,r347,A0,Dit plan
toont,r555,Arg0,Een hartelijk afscheidsartikel in Nosokómos van december 1928
ophield,r134,AM-TMP,in januari 1929
opgepakt,r461,Arg1,Zij
was,r258,ArgM-TMP,oktober 1919 - oktober 1920
bewaarde,r462,#,waaraan
was,r208,#,tegen de godsvrede van partijen gedurende de Eerste Wereldoorlog
stierf,r157,AM-TMP,in 1944
woonde,r363,ArgM-TMP,na een tamelijk moeilijke reis ( de douane onderzocht zelfs haar haarknotje
prees,r556,Arg1,haar activiteiten
besloten,r459,AM-LOC,waar
keerde,r289,ArgM-LOC,vanuit Lugano
kwam,r331,ArgM-LOC,in plaats van een vertegenwoordiger van het BSDVC
was,r54,#,Zij
sprak,r57,Arg0,Zij
houdend,r399,ArgM-LOC,in de leeszaal
hebben,r485,ArgM-DIS,ook
nam,r378,Arg1,Ankersmit
uitte,r285,Arg2,in de oprichting van het Deventer Weekblad , waarvan Joh. van Vloten redacteur was
ging,r491,Arg1,deze
eindigde,r67,A4,met een door Zetkin en de Nederlandse delegatie geformuleerde resolutie , waarin Ankersmit zeker een groot aandeel had
opgesteld,r498,AM-LOC,in de partijconflicten
geformuleerde,r69,Arg0,door Zetkin en de Nederlandse delegatie
ingrijpen,r71,#,van wethouder Wibaut
opgerichte,r72,ArgM-TMP,in 1933
stellen,r80,AM-LOC,in
verdedigen,r128,A1,het voorstel verdedigen de BSDVC als partijinstelling te erkennen
gekozen,r77,#,tot ' secretaris ' van de BSDVC en de SDVC
sympathiseerde,r361,Arg0,Zij
overlegde,r344,ArgM-MNR,schriftelijk over vraagstukken van vrouwenarbeid , vrouwenbescherming en ook de enigszins problematische verhouding
verving,r507,ArgM-TMP,op den duur op 8 maart
was,r255,ArgM-LOC,waar zij de vrouw van Lenin , Nadezjda Konstantinovna Kroepskaja leerde kennen
kwam,r88,Arg1,Ankersmit
ondernam,r253,ArgM-TMP,totdat haar een paspoort werd geweigerd
gaf,r299,Arg1,inlichtingen
kwam,r96,ArgM-TMP,Amsterdam 1931
onderzocht,r100,A1,haar haarknotje
werd,r521,Arg1,door de politie opgepakt maar dankzij ingrijpen van wethouder Wibaut weer vrijgelaten
gewaarschuwd,r436,A0,die
kennen,r348,A0,Ankersmit
is,r445,#,de liefde voor Kroepskaja en de beginnende Stachanov-beweging
schreef,r529,AM-TMP,hoogstens anoniem
werd,r504,#,lid van de Sociaal-Democratische Studieclub ( SDSC
was,r426,#,van een nieuw op te richten vrouwenbond
pleitten,r118,Arg1,voor omzetting van de oorlog in een burgeroorlog en afwijzing
was,r543,ArgM-PNC,voor de CPN en De Tribune
legde,r415,Arg0,Haar familie
schreef,r288,AM-TMP,Ook ditmaal
raadde,r551,Arg1,haar
bedankte,r412,A0,zij
blijven,r132,#,partijlid
traceren,r300,Arg1,haar werk binnen de CPN
schreef,r298,A1,daarover
doen,r137,Arg1,politieke macht
gestelde,r138,Arg0,door het partijbestuur
ging,r304,Arg1,op reis
was,r566,#,waarvan
was,r149,#,boekhouder en accountant en actief in de vakbeweging van handels-en kantoorbedienden
geboren,r311,ArgM-TMP,op 21 augustus 1944
bereidden,r542,ArgM-TMP,In het voorjaar van 1914
werd,r570,ArgM-TMP,Na deze breuk
opgericht,r371,ArgM-TMP,in 1865
werd,r577,ArgM-TMP,in 1909
wezen,r310,#,Het
bestreed,r321,A0,Suze Groeneweg , die de knusse atmosfeer van de clubs hekelde
was,r323,#,Ongeveer een derde van het aantal handtekeningen onder de petitie ( ruim 140.000
typeerde,r385,Arg0,Mathilde Wibaut
herinnert,r486,#,dat zij samen met Augusta de Wit als tolk en secretaris optrad op de conferentie van het West-Europeesch Bureau
waren,r239,#,Ankersmit te machtig geworden
leverde,r391,AM-LOC,daarin
opgesteld,r523,AM-ADV,tegenover de BSDVC
brengt,r225,Arg1,zijn ' toenmalige marxistische partijgenoote Heleen Ankersmit ... bizondere hulde
was,r464,#,de eigenlijke internationaal secretaris van de Communistische Partij in Nederland ( CPN
schonk,r502,A0,zij
vond,r544,Arg0,zij
gedwongen,r221,Arg0,Ankersmit , die in spreekbeurten tegen het opkomend nationaal-socialisme gewaarschuwd had
besloot,r343,#,waarop
schreef,r204,AM-LOC,in Die Gleichheit
gemaakt,r571,Arg1,het bestuur
zamelde,r453,ArgM-TMP,om de Duitse vrouwenbeweging te steunen
was,r496,#,39 jaar
stond,r180,Arg2,op een links standpunt
vond,r388,A0,zij
ontwikkelde,r182,ArgM-ADV,zeer
trad,r362,#,Ankersmit
gaf,r442,#,op
werken,r425,A0,Ankersmit - zij was toen 39 jaar
deed,r456,ArgM-MNR,op SDAP-congressen
was,r196,#,Ankersmit
probeerde,r454,ArgM-MNR,Tevergeefs
wonen,r366,Arg0,zij
is,r352,ArgM-NEG,niet veel
was,r429,#,tot de CPN was toegetreden na haar reis naar Moskou
kennen,r381,A0,zij
zorgen,r512,ArgM-DIS,ook
was,r575,ArgM-TMP,om politieke macht te doen
bestudeerde,r218,Arg1,het schoolsysteem
zou,r401,Arg0,zij
kwam,r406,Arg4,in aanraking
fuseerde,r520,Arg2,met de Nederlandsche Bond voor Ziekenverpleging
publiceerde,r409,ArgM-TMP,na de weigering van Het Volk
uitgegeven,r232,Arg0,door de IAH
was,r231,#,Zij
geweigerd,r234,A1,een paspoort
is,r241,ArgM-NEG,niet
hield,r499,ArgM-TMP,In de studiezaal van de in 1933 opgerichte Marxistische Arbeiders School
reisde,r248,Arg4,naar de Sovjet-Unie
ging,r463,ArgM-CAU,Eind 1908 ging Ankersmit - zij was toen 39 jaar - in Amsterdam wonen en werken op het Centraal Bureau voor Sociale Adviezen
legde,r440,A0,zij
had,r261,ArgM-ADV,zeker
genoten,r578,Arg0,Ankersmit
vrijgelaten,r526,ArgM-TMP,weer
hekelde,r269,Arg0,die
stonden,r509,ArgM-PNC,Ook daarin
was,r268,#,Ankersmit
waren,r272,#,overleden
zijn,r275,#,verenigd
is,r339,#,geboren te Deventer op 20 oktober 1869 en overleden te Rhenen op 21 augustus 1944
was,r563,#,zij
kwam,r537,Arg1,Zetkin
opgerichte,r296,ArgM-LOC,in 1916
werd,r466,Arg1,Ankersmit
hield,r538,A0,die
maakte,r530,AM-TMP,Pas op latere leeftijd
was,r481,ArgM-ADV,vooral
aanvaard,r333,AM-TMP,in 1914
kreeg,r403,Arg1,Ankersmit
moesten,r441,ArgM-ADV,zijn
voortleven,r494,Arg0,de ' oude ' vrouwenbond RSVB
wonen,r559,ArgM-TMP,Eind 1908
eiste,r558,Arg1,vrede zonder annexaties met erkenning van het zelfbeschikkingsrecht van volken
verschijnen,r342,Arg0,Nosokómos
schreef,r400,Arg0,Zij
raakte,r514,Arg1,Ankersmit
steunen,r357,A1,de Duitse vrouwenbeweging
was,r518,#,bestuurslid
diende,r370,#,Ankersmit
gevolgde,r372,ArgM-LOC,daarop
noemde,r374,Arg1,haar afscheid ' een ware slag voor onze Bond
is,r532,Arg1,Net als haar andere activiteiten is haar werk binnen de CPN moeilijk te traceren
noemde,r384,Arg1,haar
schreef,r567,Arg2,vooral over Montessori-opvoeding en - onderwijs
deelnemen,r390,ArgM-ADV,in principe
was,r394,#,dit
besprak,r414,A0,agenda
leven,r418,Arg0,dat
kennen,r506,A0,zij
werd,r424,#,Marie Mensing
geacht,r433,AM-NEG,geen vanzelfsprekend onderwerp voor arbeidersvrouwen
was,r437,#,zij
vertrok,r550,A0,Zij
uitbreken,r447,#,het
was,r450,#,Zijn vrouw Willy Wegerif-Wegerif
hoefde,r525,Arg1,ook niet meer voor een zieke schoonzuster hoefde te zorgen
was,r482,#,zestig
brengen,r476,Arg0,Zetkin
houden,r536,A1,aan de linkse beweging van Zimmerwald
richten,r480,#,op
gaf,r493,#,op
was,r534,#,zij
duiken,r576,ArgM-LOC,onder
bevriend,r541,Arg1,zij
stierven,r554,#,van wie
gewaardeerd,r552,ArgM-TMP,hoe hoog
