vormde,r338,Arg1,het breekpunt
schreef,r118,#,dat Brinkhuis veel voor zijn idealen gestreden en geleden had , maar zich ' op zijn oude dag ' had afgescheiden en ' een dwalende ' was geworden
bieden,r300,Arg2,de arbeiders
was,r63,#,verre van voldoende
nam,r158,ArgM-LOC,Onder invloed van de spoorwegstakingen in 1903
verdwenen,r9,Arg0,Afdelingen
zegde,r310,ArgM-TMP,na een interne partijstrijd , die leidde tot oprichting van de Katholiek-Democratische Arbeiderspartij
kwam,r67,ArgM-LOC,In het Westen
was,r301,#,een dwalende ' was geworden
afgescheiden,r270,A0,Brinkhuis veel voor zijn idealen gestreden en geleden had
richtte,r215,#,de Nationale Katoenbewerkersbond
opging,r19,AM-TMP,kort daarna
is,r191,#,BRINKHUIS , Johannes R. K. vakbondsman en dissident
krijgen,r274,ArgM-LOC,in het katholieke Zuiden buiten de genoemde steden
waren,r361,#,Brinkhuis en de zijnen
weken,r72,ArgM-TMP,omdat zij niet ' door heerooms bevoogd wensten
richten,r26,A1,een eigen R. K. arbeiderskiesvereniging
veranderde,r280,#,waarop
werkte,r32,#,mee
verschaffen,r178,AM-LOC,tussen de katholieke sociale leer en het socialisme
vormen,r288,ArgM-PNC,voor de broederlijke geest onder de arbeiders
was,r122,#,De tegenstand door de overheersende invloed van de geestelijkheid
voorgelegd,r81,ArgM-ADV,Ondanks de door de katholieke democraten opgeëiste lekenautonomie op politiek gebied
ging,r173,ArgM-TMP,Op 1 januari 1928
klimmen,r289,Arg2,op de maatschappelijke ladder
ontstaan,r47,#,het
was,r125,#,Hij
had,r324,#,Tilburg , Maastricht , Nijmegen , Arnhem , Hengelo , Almelo , Zaandam en Delft
geboren,r360,ArgM-TMP,op 26 juli 1938
bracht,r192,Arg0,Ook de poging het tij te keren door samen te werken met de protestants-christelijke democraten via het blad Maatschappelijk Welzijn
werken,r241,ArgM-PRD,samen
kostte,r147,Arg2,grote moeite
verlenen,r153,ArgM-DIS,bij de aardewerkfabriek van Regout in Maastricht ( 1897 ) en bij de Enschedese textielfabriek van Hedeman ( 1898
samenwerken,r327,Arg0,katholieke , protestants-christelijke en gematigd-socialistische arbeiders
geraken,r294,Arg1,wat voorkomen werd door fusie met de ' moderne ' Algemeene Nederlandsche Bond van Textielarbeiders tot Algemeene Nederlandsche Bond van Textielarbeiders ' De Eendracht
ging,r157,Arg2,naar de fabriek
koesterden,r166,Arg3,hun hele leven
verwezen,r336,ArgM-LOC,In het partijblad Onze Vaan
trad,r348,AM-LOC,in het huwelijk
stappen,r70,Arg0,maar Brinkhuis en de zijnen
genoemd,r71,Arg1,Arbeiderspartij
kwam,r247,ArgM-CAU,Ten slotte
haalde,r179,A1,respectievelijk 590 en 509 stemmen
aanging,r357,A0,die
geleden,r80,Arg1,veel voor zijn idealen gestreden
stond,r363,Arg1,Brinkhuis
geheuld,r306,ArgM-LOC,in de laatste jaren van zijn leven
behouden,r84,A1,Brinkhuis en zijn geestverwanten
steunde,r196,AM-TMP,contre-coeur
noemde,r262,ArgM-LOC,ergens
is,r325,ArgM-LOC,In de katholieke geschiedschrijving
speelde,r295,Arg0,Hij
werd,r208,#,een rooie boel
werkte,r328,ArgM-PRD,als textielarbeider over de Duitse grens
meende,r216,A0,Brinkhuis
partijgekleurde,r95,ArgM-NEG,niet
is,r272,Arg1,die
verschaffen,r169,Arg0,de arbeidersvereniging tot doel had de arbeiders als klasse een betere positie te verschaffen en niet slechts enkelen omhoog te brengen , omdat dat laatste zou leiden tot het ontstaan van een tussenklasse die een bedreiging zou vormen voor de broederlijke geest onder de arbeiders
voltrok,r285,ArgM-LOC,Op het terrein van de vakorganisatie
was,r177,ArgM-ADV,vooral
