geroyeerd,r45,Arg1,hij
was,r706,Arg2,van het ' Amsterdams Buro
bepleitte,r709,ArgM-LOC,In Je Maintiendrai
kreeg,r8,Arg0,Deze
uitbracht,r491,A0,die
schreef,r814,ArgM-CAU,daarom
weigerde,r654,Arg1,een artikel van Schmidt , waarin hij de aarzelende houding van het NVV bij de ' wilde ' Twentse textielstaking van november 1931 hekelde
palmen,r811,ArgM-LOC,in
overstelpt,r15,ArgM-TMP,In de gevangenis
speelde,r698,Arg1,Schmidt
gehouden,r670,AM-NEG,thuis
veroordeeld,r20,ArgM-LOC,In hoger beroep
organiseerde,r732,Arg1,Derde ( communistische ) Internationales aangesloten linkse partijen
mislukte,r865,ArgM-TMP,opnieuw
gegeven,r23,Arg1,het bevel tot oorlog
toedragen,r853,Arg1,een warm hart
betrof,r27,Arg1,de kwestie Kasjmir
uitgehaald,r827,ArgM-LOC,in de raad
werd,r741,#,betaald secretaris en propagandist
beoogde,r447,Arg1,de oppositie in te palmen
was,r897,#,van korte duur
ontstaan,r60,#,van de Partij van de Arbeid ( Amsterdam 1955
hanteerde,r483,Arg1,een weelderige beeldspraak
opgeheven,r744,AM-TMP,in 1928
was,r304,ArgM-PRD,Met NVV-voorzitter R. Stenhuis
uitzat,r275,ArgM-TMP,van 20 november 1933
noemde,r303,Arg1,Schmidt
maakte,r952,Arg0,hij
benaderde,r359,Arg0,De Contactcommissie der Illegaliteit onder voorzitterschap van Drees
hebben,r761,Arg0,Hij
volgen,r869,Arg0,wij
nam,r477,AM-TMP,wanneer Fimmen naar het buitenland ging
werd,r128,#,de toon die hij in De Socialist aansloeg
weigerde,r861,Arg1,hem tot Nederland toe te laten
besloten,r874,AM-TMP,Omdat het contact met de drukker door de spoorwegstaking verloren ging
formuleerde,r629,Arg1,voorstellen voor wapenreductie
beschouwde,r515,A1,hem
ontwikkelen,r265,#,het
braken,r760,#,uit
trof,r759,Arg1,Schmidt
bepleitte,r824,Arg0,hij
hield,r314,ArgM-MNR,onder het aan Brailsford ontleende motto ' Socialisme - Nu
uitoefenden,r301,Arg0,die
bewonderde,r840,Arg1,de publicist H.N
richten,r945,Arg2,op de bourgeoisie
was,r498,#,vaardig en fel
is,r68,#,later overgebracht naar Amsterdam
schreef,r383,#,voor
schokte,r408,Arg1,hem
gekozen,r665,AM-LOC,in de Provinciale Staten van Noord-Holland
was,r550,#,hij
hekelde,r774,ArgM-LOC,waarin
zette,r510,#,in
veroordeelde,r226,Arg0,het SDAP-congres van april 1928
zette,r775,AM-LOC,in gang
begon,r614,AM-PRD,als kanselier van de Nederlandse legatie
ondersteunde,r587,A1,de communistische kritiek op het gebrek aan luchtbescherming voor de Amsterdamse bevolking
opgeroepen,r353,AM-LOC,in Sliedrecht
opgeheven,r357,AM-TMP,na een jaar
ontleende,r81,Arg1,aan Brailsford
was,r828,#,waarvan
trad,r360,AM-TMP,Op 25 april 1918
studeren,r518,A0,Hij
genomen,r830,AM-LOC,Wel
dreigde,r628,ArgM-CAU,Door Schmidts actieve rol in de Liga en zijn lidmaatschap van de communistisch georiënteerde Internationale Arbeidershulp
gesneden,r96,ArgM-TMP,sportief
verscheen,r896,ArgM-TMP,onder redactie van Schmidt , F. van der Goes en even later ook J. de Kadt
gekapitteld,r261,Arg1,de opposanten rond Schmidt
was,r790,#,het kapitalisme
was,r377,#,definitief was afgelopen
bestrijden,r372,AM-TMP,zijn hele leven
schreef,r727,A1,dat
voerde,r634,AM-PNC,Voor de Kamerverkiezingen van april 1933
bijgezet,r798,Arg1,Schmidts stoffelijk overschot
bleef,r601,#,Gemeenteraadslid
nam,r918,AM-TMP,dezelfde dag
werd,r312,#,noodlottig
betreft,r435,Arg1,mij
noemde,r806,ArgM-TMP,In december
werd,r117,#,hij
besprak,r955,A0,hij
introduceren,r816,#,het
ontpopte,r662,ArgM-PRD,als stuwer van de linkervleugel van een jongere generatie
werd,r646,#,actief in de Sociaal-Democratische Arbeiderspartij ( SDAP
deed,r910,Arg1,vertaalwerk
interpreteerde,r370,Arg1,zijn internationale en koloniale ervaringen
trouwde,r669,AM-MNR,met haar
was,r836,#,die
ontdekt,r407,Arg1,het hoofdkwartier van Je Maintiendrai , het illegale blad dat uit de kringen van de Unie was voortgekomen
werd,r885,#,eindredacteur van het oppositieblad De Socialist , dat vanaf oktober 1928 verscheen en waarvan de redactievergaderingen bij hem thuis werden gehouden
