schreef	A1	over auteurs als Augusta de Wit , Ina Boudier-Bakker en Margo Scharten-Antink
publiceerde	ArgM-TMP	De Gids
publiceerde	ArgM-DIS	Voorts
opgeleid	ArgM-LOC	in de diamantkloversbranche
schreef	#	Van Campen
was	Arg0	Hij
stierf	AM-LOC	in 1942
opgeleid	Arg2	tot diamantbewerker
gaf	ArgM-LOC	in literaire zaken
strevende	Arg1	naar ontwikkeling
verschijnt	Arg1	Bikoerim ' , een verzameling novellen over het joodse volksleven
geboren	Arg1	Michel van Campen
geboren	ArgM-TMP	op 1 juli 1874
polemiseerde	Arg0	hij
schreef	AM-PRD	Als literair criticus
verschenen	ArgM-LOC	waarin
was	Arg1	Het boek
debuteerde	ArgM-TMP	In 1904
