waren	#	het bezoek dat Koningin Wilhelmina in 1924 aan de Grote Synagoge bracht en de wedstrijd die The Jewish Chronicle in 1928 in Londen had uitgeschreven en waarbij het koor van Englander de eerste prijs in de wacht wist te slepen
kwam	ArgM-TMP	tijdens de bezetting
zei	Arg1	Englander
gaf	Arg1	zijn eerste muzikale opvoeding
zei	ArgM-LOC	bij de tweede gelegenheid
zat	ArgM-LOC	bij hem
waren	Arg1	Englander en zijn synagogale koor
was	ArgM-LOC	daar
weggehaald	Arg1	Englander en zijn gezin
gehoord	Arg0	ik
vermoord	Arg1	Englander en zijn gezin
benoemde	Arg0	men
was	ArgM-DIS	ook
zong	ArgM-TMP	al
werd	#	hij
is	#	als dirigent van het koor der Grote Synagoge in Amsterdam
uitgeschreven	AM-LOC	in Londen
trad	AM-TMP	terwijl hij in 1934 een succesvolle uitvoering had in Antwerpen
ben	#	ik
was	Arg1	de viering van het 250-jarig bestaan van de Grote Synagoge waaraan Englander en zijn koor uiteraard ook een bijdrage leverden
genoemd	ArgM-DIS	ook
vermoord	ArgM-LOC	in Sobibor
lovend	ArgM-LOC	zeer
zeggen	Arg0	k
horen	ArgM-TMP	in de Verenigde Staten
leverden	A1	een bijdrage
had	Arg1	een succesvolle uitvoering
schreef	A1	een enthousiaste radioluisteraar uit Amerika
slepen	A1	de eerste prijs
was	#	Het
gezegd	Arg0	Ze
was	#	dirigent van een groot aantal andere koren waaronder ook een aantal niet-joodse
wist	A1	de eerste prijs in de wacht wist te slepen
was	ArgM-NEG	Ook internationaal
gebracht	ArgM-LOC	Al op 15-jarige leeftijd
maakte	Arg0	De bezetting
bracht	Arg2	aan de Grote Synagoge
geboren	ArgM-TMP	op 26 september 1896
kwam	ArgM-ADV	Onder Englanders bezielende leiding
geboren	ArgM-DIR	Uit dit huwelijk
studeren	ArgM-TMP	Ook na zijn benoeming tot dirigent
verhuisde	Arg2	naar de Grote Synagoge
gevierd	#	onder andere
was	#	Englander
nemen	AM-TMP	In oktober 1941
