trok	Arg0	hij
speelde	Arg1	de blinde rebbe
vertolkte	Arg1	de rol van Shylock
overleed	ArgM-TMP	kort voor de Duitse inval in het Franse Nice
is	#	Louis de Vries
geconfronteerd	Arg2	met een nogal negatief beeld van het ghetto-leven
leerde	Arg1	veel
speelde	Arg1	Sichel
geleerd	ArgM-LOC	Daar
vond	Arg1	plaats
maakte	#	een Amsterdamse " Jid
is	#	ook op tournee geweest naar o.a Nederlands-Indie en Zuid-Afrika
weet	A0	hij
bestond	ArgM-LOC	Bij deze joodse stukken
zeggen	#	eigen
speelde	Arg0	Hij
gespeeld	ArgM-LOC	niet alleen in Nederland
was	#	De toneelspeler Louis de Vries
dringen	AM-DIR	Via een amateurtoneelvereniging , waarvan hij als diamantslijper lid was
ontbreken	ArgM-LOC	waarin
speelde	Arg1	veel ingetogener dan het publiek van Bouwmeester gewend was
vindt	Arg1	plaats
was	#	hij
dringen	A0	hij
is	#	waarvan
wist	AM-CAU	Via een amateurtoneelvereniging , waarvan hij als diamantslijper lid was , wist hij door te dringen tot het beroepstoneel
ging	ArgM-MNR	op tournee
zeggen	#	eigen
speelde	Arg0	Louis de Vries
speelde	Arg1	joodse rollen
was	Arg1	het publiek van Bouwmeester
is	Arg1	het publiek van Bouwmeester
geven	Arg1	een Amsterdams-joods tintje
